epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,515.462,0.57339,0.36929,0.8828,0.92986,1,0.99033,0.84318,0.69459,0.36647,0.86591,0.0010199,0.0010199,0.0010199
101,520.406,0.55839,0.35197,0.8613,0.92931,1,0.99033,0.82331,0.67945,0.39772,0.85834,0.00101,0.00101,0.00101
102,525.336,0.57854,0.36707,0.87788,0.93011,1,0.98567,0.86036,0.60048,0.42987,0.85915,0.0010001,0.0010001,0.0010001
103,530.511,0.5701,0.35521,0.87964,0.92716,1,0.98567,0.8405,0.60553,0.38964,0.86278,0.0009902,0.0009902,0.0009902
104,535.501,0.54511,0.34802,0.86629,0.87489,0.99908,0.97625,0.85165,0.61219,0.42206,0.84479,0.0009803,0.0009803,0.0009803
105,540.45,0.56922,0.34711,0.87104,0.92986,1,0.98567,0.83487,0.67391,0.41044,0.86406,0.0009704,0.0009704,0.0009704
106,545.387,0.53751,0.34137,0.86151,0.92975,1,0.98567,0.88806,0.62233,0.35687,0.83881,0.0009605,0.0009605,0.0009605
107,550.451,0.54981,0.34726,0.86567,0.93294,1,0.99033,0.85774,0.59609,0.36836,0.84412,0.0009506,0.0009506,0.0009506
108,555.376,0.53596,0.33823,0.86331,0.93315,0.99732,0.99033,0.83753,0.64252,0.34205,0.84273,0.0009407,0.0009407,0.0009407
109,560.339,0.53266,0.34513,0.84976,0.89132,1,0.98567,0.85397,0.62462,0.55111,0.83542,0.0009308,0.0009308,0.0009308
110,565.303,0.54386,0.33791,0.86513,0.92898,1,0.98567,0.83588,0.66444,0.41255,0.85043,0.0009209,0.0009209,0.0009209
111,570.258,0.54607,0.34172,0.86073,0.93306,0.99591,0.981,0.81502,0.6893,0.40615,0.86863,0.000911,0.000911,0.000911
112,575.189,0.52983,0.3361,0.86153,0.92977,1,0.98567,0.8404,0.64166,0.35901,0.85246,0.0009011,0.0009011,0.0009011
113,580.126,0.56104,0.35469,0.87065,0.93049,1,0.99033,0.82691,0.70434,0.41867,0.8639,0.0008912,0.0008912,0.0008912
114,585.107,0.53229,0.34131,0.87183,0.93118,1,0.995,0.86798,0.60297,0.3538,0.84102,0.0008813,0.0008813,0.0008813
115,590.077,0.52003,0.32802,0.86006,0.92981,1,0.98567,0.85132,0.67424,0.38305,0.85387,0.0008714,0.0008714,0.0008714
116,595.01,0.52094,0.33475,0.85355,0.92972,1,0.98567,0.84834,0.62412,0.37445,0.85121,0.0008615,0.0008615,0.0008615
117,599.969,0.5386,0.33705,0.86277,0.93234,1,0.981,0.83786,0.62442,0.3909,0.84718,0.0008516,0.0008516,0.0008516
118,604.906,0.5418,0.33386,0.86442,0.92915,1,0.981,0.85445,0.63074,0.39506,0.84634,0.0008417,0.0008417,0.0008417
119,609.863,0.52574,0.33653,0.85572,0.92854,1,0.981,0.82098,0.70619,0.41857,0.86008,0.0008318,0.0008318,0.0008318
120,614.837,0.53426,0.33715,0.86287,0.92974,1,0.981,0.81745,0.66996,0.43824,0.84776,0.0008219,0.0008219,0.0008219
121,619.793,0.53053,0.32647,0.86055,0.92964,1,0.98567,0.85307,0.65751,0.37051,0.84985,0.000812,0.000812,0.000812
122,624.731,0.52376,0.32047,0.85644,0.98821,1,0.995,0.8568,0.62143,0.34351,0.84107,0.0008021,0.0008021,0.0008021
123,629.689,0.5268,0.32871,0.85504,0.93692,1,0.995,0.85795,0.64892,0.35499,0.83395,0.0007922,0.0007922,0.0007922
124,634.623,0.52556,0.32926,0.86353,0.9308,1,0.995,0.85583,0.60929,0.33917,0.82687,0.0007823,0.0007823,0.0007823
125,639.579,0.51527,0.32455,0.85489,0.9916,1,0.995,0.86641,0.604,0.33508,0.81654,0.0007724,0.0007724,0.0007724
126,644.505,0.52632,0.32354,0.85753,0.98765,1,0.995,0.86643,0.57246,0.3412,0.83036,0.0007625,0.0007625,0.0007625
127,649.497,0.51809,0.31903,0.85258,0.92993,1,0.98567,0.85887,0.59723,0.37362,0.83819,0.0007526,0.0007526,0.0007526
128,654.431,0.5234,0.33045,0.86307,0.92982,1,0.99033,0.87858,0.60712,0.3665,0.8486,0.0007427,0.0007427,0.0007427
129,659.396,0.51054,0.31829,0.85832,0.92907,1,0.99033,0.88168,0.60062,0.3579,0.84128,0.0007328,0.0007328,0.0007328
130,664.327,0.50892,0.32049,0.86096,0.92871,1,0.99033,0.85377,0.65584,0.35254,0.85413,0.0007229,0.0007229,0.0007229
131,669.285,0.52965,0.32534,0.86229,0.93311,0.99668,0.99033,0.84335,0.65133,0.3999,0.85274,0.000713,0.000713,0.000713
132,674.23,0.51953,0.32453,0.8611,0.93014,1,0.99033,0.85222,0.60445,0.3581,0.83452,0.0007031,0.0007031,0.0007031
133,679.224,0.49922,0.30704,0.85707,0.98997,1,0.995,0.88165,0.60245,0.3562,0.83503,0.0006932,0.0006932,0.0006932
134,684.33,0.5311,0.32414,0.86306,0.92894,1,0.99033,0.86662,0.62839,0.37223,0.84901,0.0006833,0.0006833,0.0006833
135,689.294,0.50255,0.31235,0.84948,0.97598,1,0.995,0.85945,0.62988,0.34811,0.8338,0.0006734,0.0006734,0.0006734
136,694.233,0.51237,0.31097,0.85259,0.92885,1,0.99033,0.86112,0.62377,0.38844,0.83887,0.0006635,0.0006635,0.0006635
137,699.201,0.50897,0.31261,0.85353,0.98096,1,0.995,0.83134,0.65192,0.33922,0.84326,0.0006536,0.0006536,0.0006536
138,704.145,0.49795,0.31184,0.84806,0.98328,1,0.995,0.85833,0.61079,0.338,0.83714,0.0006437,0.0006437,0.0006437
139,709.111,0.50407,0.31079,0.85355,0.99365,1,0.995,0.81868,0.76063,0.33595,0.86685,0.0006338,0.0006338,0.0006338
140,714.088,0.49921,0.31324,0.85274,0.98376,1,0.995,0.86867,0.6415,0.32308,0.84579,0.0006239,0.0006239,0.0006239
141,719.048,0.49471,0.31259,0.84885,0.99216,1,0.995,0.85729,0.63996,0.34106,0.83927,0.000614,0.000614,0.000614
142,723.985,0.51698,0.31915,0.86029,0.98286,1,0.995,0.83106,0.62644,0.37222,0.84393,0.0006041,0.0006041,0.0006041
143,728.94,0.49511,0.30807,0.85612,0.9329,1,0.995,0.87267,0.63356,0.36992,0.83839,0.0005942,0.0005942,0.0005942
144,733.877,0.50912,0.3132,0.86219,0.98837,1,0.995,0.86361,0.69187,0.34207,0.85427,0.0005843,0.0005843,0.0005843
145,738.827,0.48109,0.3045,0.84861,0.97315,1,0.995,0.85989,0.6398,0.34691,0.8474,0.0005744,0.0005744,0.0005744
146,743.754,0.50502,0.318,0.85732,0.96543,1,0.995,0.84828,0.66723,0.3422,0.84971,0.0005645,0.0005645,0.0005645
147,748.75,0.4995,0.3118,0.85302,0.93324,1,0.995,0.86161,0.62361,0.33557,0.84112,0.0005546,0.0005546,0.0005546
148,753.691,0.4998,0.30621,0.84941,0.97441,1,0.995,0.87623,0.65139,0.33359,0.84231,0.0005447,0.0005447,0.0005447
149,758.656,0.51187,0.31713,0.8553,0.9299,1,0.99033,0.85685,0.60095,0.36002,0.84237,0.0005348,0.0005348,0.0005348
150,763.594,0.50593,0.32137,0.85302,0.92977,1,0.98567,0.85269,0.58142,0.34347,0.84049,0.0005249,0.0005249,0.0005249
151,768.553,0.48581,0.30409,0.85522,0.98054,1,0.995,0.8474,0.61723,0.35274,0.83626,0.000515,0.000515,0.000515
152,773.478,0.49441,0.30649,0.85663,0.9956,1,0.995,0.8707,0.61705,0.32634,0.83811,0.0005051,0.0005051,0.0005051
153,780.058,0.47938,0.30026,0.84604,0.97396,1,0.995,0.86143,0.65767,0.36741,0.85254,0.0004952,0.0004952,0.0004952
154,784.999,0.47267,0.29284,0.84375,0.98242,1,0.995,0.86044,0.60579,0.34253,0.8315,0.0004853,0.0004853,0.0004853
155,789.962,0.46558,0.29483,0.85042,0.93204,1,0.995,0.87277,0.59854,0.36882,0.82997,0.0004754,0.0004754,0.0004754
156,794.891,0.48539,0.30278,0.85253,0.98193,1,0.995,0.87556,0.61352,0.35537,0.84181,0.0004655,0.0004655,0.0004655
157,799.852,0.47684,0.29461,0.84541,0.93197,1,0.995,0.8551,0.66246,0.37772,0.85093,0.0004556,0.0004556,0.0004556
158,804.785,0.4771,0.29734,0.84712,0.93278,1,0.995,0.8569,0.65059,0.36968,0.84814,0.0004457,0.0004457,0.0004457
159,809.746,0.47628,0.29384,0.84526,0.97526,1,0.995,0.86458,0.6373,0.33897,0.84318,0.0004358,0.0004358,0.0004358
160,814.746,0.47839,0.29434,0.84704,0.9316,1,0.995,0.87265,0.57647,0.34322,0.82978,0.0004259,0.0004259,0.0004259
161,819.708,0.48553,0.29711,0.84786,1,0.9952,0.995,0.86322,0.58697,0.35871,0.82671,0.000416,0.000416,0.000416
162,824.639,0.46755,0.29371,0.84819,0.93325,1,0.99033,0.85182,0.65439,0.37019,0.8386,0.0004061,0.0004061,0.0004061
163,829.598,0.4678,0.28876,0.84097,0.9298,1,0.98567,0.83125,0.66005,0.36855,0.83749,0.0003962,0.0003962,0.0003962
164,834.531,0.46543,0.28272,0.83691,0.93051,1,0.98567,0.85413,0.67568,0.39473,0.83972,0.0003863,0.0003863,0.0003863
165,839.494,0.45725,0.27971,0.84609,0.93243,1,0.99033,0.86385,0.62876,0.37755,0.84007,0.0003764,0.0003764,0.0003764
166,844.539,0.44475,0.27793,0.84245,0.92978,1,0.99033,0.8705,0.56906,0.33537,0.82424,0.0003665,0.0003665,0.0003665
167,849.508,0.46183,0.29411,0.84691,0.93016,1,0.99033,0.88456,0.62717,0.38565,0.82978,0.0003566,0.0003566,0.0003566
168,854.447,0.44502,0.27803,0.83443,0.93037,1,0.98567,0.86188,0.64437,0.39919,0.8343,0.0003467,0.0003467,0.0003467
169,859.402,0.45021,0.28077,0.83288,0.92978,1,0.99033,0.86527,0.64848,0.38218,0.83594,0.0003368,0.0003368,0.0003368
170,864.334,0.44952,0.27678,0.84133,0.92967,1,0.99033,0.867,0.65132,0.36537,0.8416,0.0003269,0.0003269,0.0003269
171,869.287,0.45665,0.28116,0.84736,0.93294,0.99417,0.99033,0.83643,0.65372,0.4089,0.84738,0.000317,0.000317,0.000317
172,874.214,0.4514,0.28291,0.84229,0.9319,1,0.99033,0.85758,0.58819,0.35433,0.82066,0.0003071,0.0003071,0.0003071
173,879.228,0.44289,0.27919,0.83189,0.93084,1,0.99033,0.86775,0.61568,0.34667,0.82817,0.0002972,0.0002972,0.0002972
174,884.161,0.44026,0.27671,0.8383,0.93306,0.99584,0.99033,0.85747,0.63556,0.38154,0.83848,0.0002873,0.0002873,0.0002873
175,889.117,0.44891,0.28361,0.83949,0.93231,1,0.99033,0.87116,0.58443,0.35604,0.82148,0.0002774,0.0002774,0.0002774
176,894.051,0.45779,0.28506,0.84134,0.93078,1,0.98567,0.85044,0.64273,0.37781,0.82994,0.0002675,0.0002675,0.0002675
177,899.007,0.45303,0.27731,0.83746,0.93219,1,0.99033,0.82802,0.64868,0.38889,0.83882,0.0002576,0.0002576,0.0002576
178,903.938,0.43916,0.27138,0.84125,0.9333,0.99945,0.99033,0.87712,0.60147,0.36369,0.82333,0.0002477,0.0002477,0.0002477
179,908.899,0.45106,0.27821,0.83552,0.93004,1,0.99033,0.85734,0.59723,0.35028,0.81808,0.0002378,0.0002378,0.0002378
180,913.873,0.43919,0.27624,0.84459,0.9295,1,0.99033,0.8691,0.61701,0.36484,0.81788,0.0002279,0.0002279,0.0002279
181,918.84,0.43541,0.27602,0.83531,0.93141,1,0.99033,0.86328,0.63167,0.40441,0.82616,0.000218,0.000218,0.000218
182,923.789,0.44305,0.27347,0.84149,0.93087,1,0.99033,0.85678,0.62027,0.38815,0.8241,0.0002081,0.0002081,0.0002081
183,928.733,0.44313,0.27346,0.83355,0.93068,1,0.98567,0.8653,0.60621,0.37347,0.8231,0.0001982,0.0001982,0.0001982
184,933.663,0.43425,0.26767,0.83883,0.92993,1,0.98567,0.86656,0.63728,0.37139,0.83129,0.0001883,0.0001883,0.0001883
185,938.625,0.43076,0.26809,0.83496,0.93177,1,0.99033,0.84225,0.62451,0.35948,0.83084,0.0001784,0.0001784,0.0001784
186,943.602,0.43907,0.26841,0.83671,0.93007,1,0.98567,0.85613,0.61431,0.35467,0.82975,0.0001685,0.0001685,0.0001685
187,948.556,0.42965,0.26455,0.82314,0.93017,1,0.98567,0.87065,0.59644,0.36238,0.82369,0.0001586,0.0001586,0.0001586
188,953.483,0.42724,0.26296,0.82994,0.93111,1,0.99033,0.87415,0.59094,0.36731,0.82423,0.0001487,0.0001487,0.0001487
189,958.436,0.41728,0.25641,0.82009,0.93071,1,0.99033,0.8618,0.59752,0.34969,0.82753,0.0001388,0.0001388,0.0001388
190,963.37,0.43426,0.26627,0.84131,0.93064,1,0.99033,0.87285,0.62147,0.35377,0.83206,0.0001289,0.0001289,0.0001289
191,969.733,0.39802,0.24128,0.8108,0.93031,1,0.99033,0.85888,0.60798,0.36708,0.83067,0.000119,0.000119,0.000119
192,974.668,0.38926,0.24041,0.82017,0.93032,1,0.98567,0.83767,0.618,0.35628,0.82618,0.0001091,0.0001091,0.0001091
193,979.622,0.38527,0.23374,0.8138,0.93072,1,0.99033,0.8448,0.66319,0.37872,0.83298,9.92e-05,9.92e-05,9.92e-05
194,984.541,0.37559,0.22998,0.82005,0.93101,1,0.99033,0.84558,0.64096,0.38878,0.83137,8.93e-05,8.93e-05,8.93e-05
