epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1727.96,0.84246,0.64523,0.94442,0.99597,1,0.995,0.89742,0.5673,0.52708,0.84826,0.0017228,0.0017228,0.0017228
16,1845.99,0.81675,0.63338,0.9442,0.98952,1,0.995,0.85041,0.64736,0.53964,0.86144,0.001703,0.001703,0.001703
17,1964.77,0.83405,0.61313,0.93576,0.99299,1,0.995,0.8976,0.57949,0.4981,0.83958,0.0016832,0.0016832,0.0016832
18,2083.52,0.8022,0.60838,0.94198,0.99412,1,0.995,0.82888,0.61772,0.45627,0.86118,0.0016634,0.0016634,0.0016634
19,2202.25,0.77941,0.56704,0.92201,1,0.99661,0.995,0.85453,0.67405,0.47604,0.86193,0.0016436,0.0016436,0.0016436
20,2321.5,0.83132,0.59486,0.94291,0.99335,1,0.995,0.88952,0.65565,0.53968,0.87314,0.0016238,0.0016238,0.0016238
21,2439.67,0.78518,0.56223,0.93261,0.99498,1,0.995,0.87389,0.64446,0.44693,0.84385,0.001604,0.001604,0.001604
22,2556.6,0.78364,0.56697,0.92159,0.99628,1,0.995,0.87562,0.53319,0.42473,0.84109,0.0015842,0.0015842,0.0015842
23,2673.68,0.75279,0.54366,0.92891,0.99533,1,0.995,0.91818,0.50179,0.41451,0.83324,0.0015644,0.0015644,0.0015644
24,2791.35,0.7762,0.54652,0.92644,0.99649,1,0.995,0.90506,0.53251,0.39142,0.83663,0.0015446,0.0015446,0.0015446
25,2910.44,0.76115,0.54192,0.92218,0.99597,1,0.995,0.86098,0.61389,0.41842,0.85533,0.0015248,0.0015248,0.0015248
26,3027.28,0.76696,0.53512,0.91268,0.99682,1,0.995,0.88284,0.60357,0.42179,0.84734,0.001505,0.001505,0.001505
27,3145.87,0.77358,0.53163,0.91661,0.99603,1,0.995,0.88123,0.60852,0.42149,0.85958,0.0014852,0.0014852,0.0014852
28,3263.58,0.77272,0.53133,0.92862,0.97483,1,0.995,0.86072,0.59718,0.41598,0.84499,0.0014654,0.0014654,0.0014654
29,3381.86,0.76709,0.52258,0.9231,0.99529,1,0.995,0.85524,0.63112,0.38975,0.84902,0.0014456,0.0014456,0.0014456
30,3500.13,0.73713,0.51158,0.91665,0.98869,1,0.995,0.86989,0.59451,0.40906,0.8421,0.0014258,0.0014258,0.0014258
31,3616.72,0.74508,0.52114,0.91198,0.99379,1,0.995,0.86157,0.57914,0.41082,0.84051,0.001406,0.001406,0.001406
32,3734.33,0.72145,0.49906,0.91304,0.99655,1,0.995,0.88987,0.55152,0.38767,0.84135,0.0013862,0.0013862,0.0013862
33,3847.52,0.72586,0.49985,0.91585,0.99658,1,0.995,0.89191,0.57977,0.37903,0.84578,0.0013664,0.0013664,0.0013664
34,3961.45,0.70097,0.48479,0.89861,0.99635,1,0.995,0.88633,0.56191,0.38567,0.83579,0.0013466,0.0013466,0.0013466
35,4075.85,0.70877,0.48056,0.90947,0.99381,1,0.995,0.90534,0.50661,0.38469,0.83038,0.0013268,0.0013268,0.0013268
36,4189.14,0.69696,0.47946,0.90378,0.99578,1,0.995,0.88089,0.55662,0.3569,0.84354,0.001307,0.001307,0.001307
37,4303.79,0.69158,0.47399,0.90298,0.99598,1,0.995,0.88347,0.51163,0.38862,0.83258,0.0012872,0.0012872,0.0012872
38,4416.59,0.71042,0.49399,0.90433,0.99623,1,0.995,0.91459,0.54314,0.38962,0.83479,0.0012674,0.0012674,0.0012674
39,4529.32,0.70098,0.46301,0.90637,0.99447,1,0.995,0.89156,0.52961,0.33057,0.83337,0.0012476,0.0012476,0.0012476
40,4642.99,0.70053,0.46138,0.91404,0.99305,1,0.995,0.8924,0.54598,0.36898,0.83367,0.0012278,0.0012278,0.0012278
41,4755.6,0.6775,0.46106,0.89628,0.99596,1,0.995,0.90092,0.49049,0.35973,0.82813,0.001208,0.001208,0.001208
42,4869.79,0.67345,0.46501,0.90661,0.99517,1,0.995,0.90699,0.51842,0.36331,0.83095,0.0011882,0.0011882,0.0011882
43,4983.06,0.67196,0.44654,0.89568,0.99424,1,0.995,0.87942,0.54692,0.38666,0.82995,0.0011684,0.0011684,0.0011684
44,5096.25,0.68235,0.45088,0.89052,0.99594,1,0.995,0.90921,0.53807,0.33961,0.84051,0.0011486,0.0011486,0.0011486
45,5210.08,0.69242,0.46377,0.90891,0.9962,1,0.995,0.90311,0.5099,0.34765,0.8349,0.0011288,0.0011288,0.0011288
46,5322.29,0.66568,0.45097,0.90663,0.99642,1,0.995,0.91955,0.48605,0.32824,0.82403,0.001109,0.001109,0.001109
47,5436.75,0.66916,0.44029,0.89198,0.99642,1,0.995,0.89926,0.50809,0.32747,0.83563,0.0010892,0.0010892,0.0010892
48,5550.37,0.6796,0.45685,0.89964,0.9958,1,0.995,0.9103,0.54187,0.34104,0.8375,0.0010694,0.0010694,0.0010694
49,5662.92,0.68552,0.45016,0.91789,0.99621,1,0.995,0.90897,0.52569,0.34239,0.83452,0.0010496,0.0010496,0.0010496
50,5779.75,0.6685,0.43778,0.8915,0.99314,1,0.995,0.89586,0.55373,0.35374,0.83919,0.0010298,0.0010298,0.0010298
51,5900.13,0.66884,0.43909,0.89275,0.99702,1,0.995,0.91374,0.50057,0.3068,0.83344,0.00101,0.00101,0.00101
52,6018.81,0.63569,0.42073,0.89115,0.99672,1,0.995,0.87808,0.5304,0.3598,0.83333,0.0009902,0.0009902,0.0009902
53,6157.46,0.67417,0.43151,0.8851,0.99548,1,0.995,0.87768,0.54762,0.36626,0.84465,0.0009704,0.0009704,0.0009704
54,6271.24,0.66146,0.42416,0.89029,0.99428,1,0.995,0.87414,0.5563,0.36032,0.84167,0.0009506,0.0009506,0.0009506
55,6386.1,0.63657,0.41462,0.88041,0.99551,1,0.995,0.89538,0.4869,0.33491,0.82575,0.0009308,0.0009308,0.0009308
56,6501.77,0.64393,0.43583,0.88338,0.99404,1,0.995,0.90764,0.47034,0.34376,0.82985,0.000911,0.000911,0.000911
57,6615.25,0.63095,0.40816,0.88091,0.99316,1,0.995,0.92551,0.42842,0.31253,0.82183,0.0008912,0.0008912,0.0008912
58,6731.22,0.64223,0.42916,0.89939,0.99464,1,0.995,0.92243,0.43708,0.32928,0.82234,0.0008714,0.0008714,0.0008714
59,6844.54,0.62716,0.41883,0.88606,0.99644,1,0.995,0.89773,0.45227,0.30929,0.82726,0.0008516,0.0008516,0.0008516
60,6958.71,0.62614,0.41485,0.87987,0.99647,1,0.995,0.92608,0.44636,0.32926,0.82229,0.0008318,0.0008318,0.0008318
61,7087.32,0.62589,0.41628,0.88096,0.9967,1,0.995,0.88026,0.50263,0.3235,0.82371,0.000812,0.000812,0.000812
62,7233.55,0.61373,0.40556,0.87948,0.99588,1,0.995,0.9158,0.4477,0.31456,0.81884,0.0007922,0.0007922,0.0007922
63,7386.07,0.63142,0.40091,0.87735,0.99686,1,0.995,0.91645,0.46904,0.31983,0.82536,0.0007724,0.0007724,0.0007724
64,7581.09,0.61374,0.40352,0.87165,0.99628,1,0.995,0.88679,0.49896,0.33306,0.82562,0.0007526,0.0007526,0.0007526
65,7768.7,0.62278,0.39818,0.87622,0.99645,1,0.995,0.90182,0.48338,0.31928,0.82827,0.0007328,0.0007328,0.0007328
66,7892,0.60708,0.38707,0.86379,0.99651,1,0.995,0.9093,0.45882,0.32763,0.82486,0.000713,0.000713,0.000713
67,8027.82,0.59898,0.38314,0.86931,0.99662,1,0.995,0.90994,0.4539,0.2831,0.82283,0.0006932,0.0006932,0.0006932
68,8162.45,0.60804,0.39039,0.8719,0.99669,1,0.995,0.90292,0.47839,0.29656,0.82577,0.0006734,0.0006734,0.0006734
69,8296.77,0.59553,0.39167,0.86691,0.99017,1,0.995,0.89398,0.45884,0.29397,0.82372,0.0006536,0.0006536,0.0006536
70,8430.44,0.59475,0.38007,0.87776,0.99635,1,0.995,0.91026,0.46895,0.29379,0.823,0.0006338,0.0006338,0.0006338
71,8566.06,0.58606,0.38317,0.86118,0.99671,1,0.995,0.89656,0.49865,0.29953,0.83038,0.000614,0.000614,0.000614
72,8703,0.58575,0.37456,0.85844,0.99712,1,0.995,0.90028,0.46365,0.33133,0.82745,0.0005942,0.0005942,0.0005942
73,8841.74,0.59713,0.3973,0.87939,0.99743,1,0.995,0.90032,0.47674,0.33128,0.82394,0.0005744,0.0005744,0.0005744
74,8985.98,0.59381,0.38737,0.87244,0.9966,1,0.995,0.90157,0.44379,0.30705,0.8182,0.0005546,0.0005546,0.0005546
75,9130.98,0.57956,0.36415,0.86325,0.99602,1,0.995,0.90273,0.474,0.32039,0.82668,0.0005348,0.0005348,0.0005348
76,9274.58,0.56276,0.36225,0.87067,0.9942,1,0.995,0.90389,0.47197,0.2925,0.82287,0.000515,0.000515,0.000515
77,9411.1,0.58406,0.37319,0.86527,0.98796,1,0.995,0.92311,0.47112,0.32161,0.82849,0.0004952,0.0004952,0.0004952
78,9547.85,0.59076,0.37694,0.86793,0.99647,1,0.995,0.90619,0.51902,0.30005,0.82696,0.0004754,0.0004754,0.0004754
79,9692.31,0.58669,0.38282,0.87429,0.9966,1,0.995,0.90635,0.45428,0.30877,0.82001,0.0004556,0.0004556,0.0004556
80,9852.71,0.5694,0.36559,0.85848,0.99679,1,0.995,0.89318,0.47507,0.28757,0.82049,0.0004358,0.0004358,0.0004358
81,10030.7,0.56032,0.35652,0.85869,0.99648,1,0.995,0.88962,0.48217,0.29942,0.82157,0.000416,0.000416,0.000416
82,10267.6,0.5491,0.35263,0.8655,0.99684,1,0.995,0.91144,0.46248,0.2935,0.81793,0.0003962,0.0003962,0.0003962
83,10472,0.56297,0.36097,0.85736,0.99648,1,0.995,0.89155,0.47958,0.29977,0.82373,0.0003764,0.0003764,0.0003764
84,10617.2,0.56423,0.35749,0.85592,0.99677,1,0.995,0.90793,0.47191,0.2933,0.81781,0.0003566,0.0003566,0.0003566
85,10763.3,0.55256,0.35873,0.861,0.99661,1,0.995,0.91777,0.47981,0.28953,0.82266,0.0003368,0.0003368,0.0003368
86,10901.6,0.56252,0.34982,0.86062,0.99608,1,0.995,0.92088,0.44185,0.27929,0.81732,0.000317,0.000317,0.000317
87,11043,0.54182,0.34056,0.85907,0.99663,1,0.995,0.9304,0.43103,0.28832,0.81264,0.0002972,0.0002972,0.0002972
88,11209.8,0.55806,0.35543,0.86428,0.99556,1,0.995,0.89938,0.46237,0.28499,0.81963,0.0002774,0.0002774,0.0002774
89,11348.9,0.55423,0.34425,0.8595,0.99567,1,0.995,0.91444,0.44561,0.28355,0.81916,0.0002576,0.0002576,0.0002576
90,11468.9,0.55285,0.35096,0.85276,0.99581,1,0.995,0.90172,0.43594,0.2935,0.8166,0.0002378,0.0002378,0.0002378
91,11582,0.48686,0.31001,0.81196,0.99658,1,0.995,0.90276,0.44717,0.29896,0.81683,0.000218,0.000218,0.000218
92,11697.2,0.49088,0.30456,0.82561,0.99664,1,0.995,0.90332,0.4663,0.30197,0.82367,0.0001982,0.0001982,0.0001982
93,11809.8,0.49008,0.30081,0.82919,0.99673,1,0.995,0.91639,0.44824,0.29449,0.81955,0.0001784,0.0001784,0.0001784
94,11922.6,0.4804,0.30426,0.81933,0.99681,1,0.995,0.90914,0.47542,0.28945,0.82062,0.0001586,0.0001586,0.0001586
95,12035.7,0.48482,0.30281,0.81783,0.99677,1,0.995,0.89871,0.46623,0.28636,0.821,0.0001388,0.0001388,0.0001388
96,12147.5,0.48677,0.2957,0.80961,0.99656,1,0.995,0.91736,0.43996,0.27872,0.82004,0.000119,0.000119,0.000119
97,12259.2,0.47913,0.29347,0.82037,0.9967,1,0.995,0.92389,0.45138,0.28143,0.82637,9.92e-05,9.92e-05,9.92e-05
98,12372.4,0.4661,0.29006,0.81239,0.99684,1,0.995,0.92305,0.43973,0.27882,0.82021,7.94e-05,7.94e-05,7.94e-05
99,12485.4,0.46217,0.28787,0.81761,0.99688,1,0.995,0.90528,0.44508,0.27703,0.81965,5.96e-05,5.96e-05,5.96e-05
100,12597.6,0.45576,0.28264,0.82057,0.99688,1,0.995,0.9174,0.44848,0.27443,0.81939,3.98e-05,3.98e-05,3.98e-05
