epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
500,9609.35,0.34593,0.01831,0.02142,0.22983,0.81928,0.9774,1,0.99457,0.92178,0.9774,1,0.99457,0.99457,0.45787,0.01395,0.00315,0.23084,0.81683,0.000764975,0.000764975,0.000764975
501,9628.68,0.35336,0.01736,0.02042,0.2289,0.82288,1,0.99669,0.995,0.92328,1,0.99669,0.995,0.995,0.45875,0.01237,0.0041,0.23195,0.81823,0.0007625,0.0007625,0.0007625
502,9647.4,0.35078,0.01746,0.01812,0.2278,0.80511,0.99447,1,0.995,0.91922,0.99447,1,0.995,0.995,0.45149,0.01121,0.00551,0.2387,0.81951,0.000760025,0.000760025,0.000760025
503,9667.03,0.35435,0.01671,0.02266,0.23114,0.8144,0.99561,1,0.995,0.92359,0.99561,1,0.995,0.995,0.45628,0.01197,0.0047,0.23583,0.81665,0.00075755,0.00075755,0.00075755
504,9685.81,0.34679,0.01666,0.01915,0.22529,0.80996,0.99117,1,0.995,0.92482,0.99117,1,0.995,0.995,0.44804,0.01121,0.00533,0.22853,0.81698,0.000755075,0.000755075,0.000755075
505,9705.35,0.3404,0.01754,0.021,0.22498,0.81463,0.99662,1,0.995,0.92607,0.99662,1,0.995,0.995,0.43752,0.01017,0.0048,0.22139,0.8141,0.0007526,0.0007526,0.0007526
506,9724.05,0.34851,0.01806,0.02796,0.22779,0.82362,1,0.98994,0.995,0.9244,1,0.98994,0.995,0.995,0.4488,0.01079,0.00564,0.23361,0.8139,0.000750125,0.000750125,0.000750125
507,9743.63,0.33983,0.01597,0.02514,0.22125,0.81375,0.97744,1,0.99457,0.92024,0.97744,1,0.99457,0.99457,0.45058,0.01189,0.00439,0.22444,0.81188,0.00074765,0.00074765,0.00074765
508,9762.33,0.35002,0.01522,0.02493,0.22335,0.80978,1,0.99959,0.995,0.92193,1,0.99959,0.995,0.995,0.45481,0.01154,0.00243,0.22712,0.81178,0.000745175,0.000745175,0.000745175
509,9781.52,0.35175,0.01619,0.02243,0.22747,0.81559,0.99866,1,0.995,0.92092,0.99866,1,0.995,0.995,0.45528,0.01136,0.00282,0.21683,0.80963,0.0007427,0.0007427,0.0007427
510,9801.03,0.35162,0.01816,0.02131,0.22379,0.81008,0.99872,1,0.995,0.91922,0.99872,1,0.995,0.995,0.46218,0.01129,0.00408,0.2076,0.8117,0.000740225,0.000740225,0.000740225
511,9819.65,0.35372,0.01516,0.02319,0.22748,0.81355,1,0.99897,0.995,0.92786,1,0.99897,0.995,0.995,0.46616,0.01142,0.0085,0.22198,0.81446,0.00073775,0.00073775,0.00073775
512,9839.13,0.35367,0.01719,0.01814,0.22813,0.81777,1,0.99239,0.995,0.92462,1,0.99239,0.995,0.995,0.46554,0.01185,0.00611,0.22085,0.81414,0.000735275,0.000735275,0.000735275
513,9857.93,0.35152,0.01784,0.0235,0.22397,0.8181,1,0.99315,0.995,0.92066,1,0.99315,0.995,0.995,0.46146,0.01076,0.00419,0.22986,0.81375,0.0007328,0.0007328,0.0007328
514,9877.65,0.33858,0.01984,0.02629,0.2179,0.80585,0.99941,1,0.995,0.92128,0.99941,1,0.995,0.995,0.45991,0.01087,0.00492,0.23095,0.81528,0.000730325,0.000730325,0.000730325
515,9896.58,0.34371,0.01684,0.02198,0.22302,0.80964,0.99812,1,0.995,0.91836,0.99812,1,0.995,0.995,0.46726,0.01206,0.00439,0.22541,0.81859,0.00072785,0.00072785,0.00072785
516,9916.32,0.35172,0.0183,0.02503,0.2342,0.82181,0.99865,1,0.995,0.92322,0.99865,1,0.995,0.995,0.46309,0.01205,0.00202,0.22435,0.81614,0.000725375,0.000725375,0.000725375
517,9935.52,0.35252,0.01698,0.02587,0.23045,0.8172,0.99851,1,0.995,0.92438,0.99851,1,0.995,0.995,0.44532,0.01087,0.00203,0.22645,0.8101,0.0007229,0.0007229,0.0007229
518,9955.4,0.33866,0.01574,0.02333,0.22495,0.81849,0.9988,1,0.995,0.92061,0.9988,1,0.995,0.995,0.43814,0.01124,0.00554,0.23276,0.81199,0.000720425,0.000720425,0.000720425
519,9975.46,0.34772,0.0148,0.02028,0.22412,0.80852,0.99923,1,0.995,0.91996,0.99923,1,0.995,0.995,0.43122,0.01103,0.00381,0.24054,0.81082,0.00071795,0.00071795,0.00071795
520,9994.42,0.34047,0.01637,0.02773,0.22335,0.80703,0.99934,1,0.995,0.92182,0.99934,1,0.995,0.995,0.42624,0.01149,0.00208,0.23827,0.8103,0.000715475,0.000715475,0.000715475
521,10014,0.33447,0.01615,0.02167,0.21886,0.80918,0.99938,1,0.995,0.92326,0.99938,1,0.995,0.995,0.42708,0.01088,0.0034,0.23656,0.8129,0.000713,0.000713,0.000713
522,10032.8,0.33543,0.01787,0.01926,0.22363,0.8075,0.99934,1,0.995,0.92165,0.99934,1,0.995,0.995,0.43175,0.01011,0.00427,0.22709,0.81424,0.000710525,0.000710525,0.000710525
523,10052.4,0.35026,0.0201,0.01994,0.22515,0.81482,0.99919,1,0.995,0.92066,0.99919,1,0.995,0.995,0.43437,0.0101,0.0024,0.22855,0.815,0.00070805,0.00070805,0.00070805
524,10071.1,0.34633,0.0178,0.01525,0.22283,0.81815,0.99907,1,0.995,0.91983,0.99907,1,0.995,0.995,0.44203,0.01173,0.00194,0.2289,0.81866,0.000705575,0.000705575,0.000705575
525,10090.8,0.35795,0.01804,0.02413,0.23211,0.82791,1,0.99831,0.995,0.92326,1,0.99831,0.995,0.995,0.44326,0.01306,0.00204,0.22763,0.81905,0.0007031,0.0007031,0.0007031
526,10110.4,0.34981,0.01693,0.01827,0.22567,0.81803,0.97754,1,0.99457,0.9196,0.97754,1,0.99457,0.99457,0.4526,0.01461,0.00427,0.23633,0.81565,0.000700625,0.000700625,0.000700625
527,10130.2,0.35736,0.01697,0.02679,0.22925,0.8205,1,0.99783,0.995,0.91985,1,0.99783,0.995,0.995,0.44323,0.01579,0.00549,0.23438,0.81308,0.00069815,0.00069815,0.00069815
528,10150,0.34008,0.01657,0.02806,0.2231,0.81395,0.99938,1,0.995,0.92099,0.99938,1,0.995,0.995,0.43369,0.01335,0.00687,0.22978,0.81223,0.000695675,0.000695675,0.000695675
529,10169.4,0.3392,0.0175,0.0306,0.22095,0.81175,0.99936,1,0.995,0.91637,0.99936,1,0.995,0.995,0.44811,0.01508,0.00427,0.23367,0.81047,0.0006932,0.0006932,0.0006932
530,10189.1,0.33537,0.0192,0.02474,0.22044,0.8046,0.99944,1,0.995,0.9177,0.99944,1,0.995,0.995,0.46242,0.01614,0.00471,0.23884,0.8123,0.000690725,0.000690725,0.000690725
531,10208.4,0.34561,0.01878,0.02872,0.22328,0.81397,0.99967,1,0.995,0.91614,0.99967,1,0.995,0.995,0.46809,0.01572,0.00403,0.23564,0.81358,0.00068825,0.00068825,0.00068825
532,10228.4,0.34418,0.01822,0.02223,0.22447,0.81668,0.99964,1,0.995,0.9139,0.99964,1,0.995,0.995,0.46723,0.01712,0.01082,0.24704,0.81359,0.000685775,0.000685775,0.000685775
533,10247.6,0.33293,0.02002,0.02181,0.22121,0.81733,0.99929,1,0.995,0.91386,0.99929,1,0.995,0.995,0.47108,0.01779,0.00958,0.23188,0.81381,0.0006833,0.0006833,0.0006833
534,10267.7,0.33509,0.01675,0.01974,0.21927,0.81814,0.99922,1,0.995,0.91891,0.99922,1,0.995,0.995,0.47083,0.01952,0.00546,0.22273,0.8107,0.000680825,0.000680825,0.000680825
535,10287.3,0.32745,0.0175,0.02683,0.21638,0.80442,0.9993,1,0.995,0.92161,0.9993,1,0.995,0.995,0.46347,0.01959,0.01056,0.22815,0.80942,0.00067835,0.00067835,0.00067835
536,10306.7,0.33889,0.01832,0.02588,0.22403,0.81433,0.99937,1,0.995,0.92166,0.99937,1,0.995,0.995,0.44799,0.01797,0.01076,0.22106,0.80956,0.000675875,0.000675875,0.000675875
537,10327,0.3409,0.01642,0.02622,0.22414,0.81827,0.99924,1,0.995,0.92281,0.99924,1,0.995,0.995,0.4456,0.01627,0.01754,0.22821,0.80947,0.0006734,0.0006734,0.0006734
538,10346.2,0.33644,0.01596,0.02376,0.21891,0.80772,0.99914,1,0.995,0.91799,0.99914,1,0.995,0.995,0.44604,0.01372,0.01279,0.22773,0.80821,0.000670925,0.000670925,0.000670925
539,10366.2,0.33591,0.01868,0.02246,0.22278,0.8065,0.99916,1,0.995,0.92033,0.99916,1,0.995,0.995,0.45169,0.0119,0.00675,0.22493,0.80845,0.00066845,0.00066845,0.00066845
540,10385.5,0.34738,0.01723,0.02198,0.22558,0.82026,0.99938,1,0.995,0.91901,0.99938,1,0.995,0.995,0.46347,0.01214,0.00576,0.23136,0.81317,0.000665975,0.000665975,0.000665975
541,10405.5,0.33511,0.01971,0.02007,0.21755,0.81767,0.99917,1,0.995,0.91374,0.99917,1,0.995,0.995,0.47412,0.01087,0.00509,0.23177,0.81506,0.0006635,0.0006635,0.0006635
542,10424.9,0.34241,0.01451,0.02257,0.22344,0.81455,0.99895,1,0.995,0.91307,0.99895,1,0.995,0.995,0.48058,0.0107,0.00634,0.2288,0.81529,0.000661025,0.000661025,0.000661025
543,10444.8,0.3407,0.01671,0.01675,0.22185,0.81793,0.99892,1,0.995,0.91471,0.99892,1,0.995,0.995,0.46913,0.01205,0.00439,0.23038,0.81508,0.00065855,0.00065855,0.00065855
544,10464.4,0.34173,0.0155,0.01629,0.22277,0.81443,0.99911,1,0.995,0.91404,0.99911,1,0.995,0.995,0.47595,0.01303,0.00681,0.22985,0.81809,0.000656075,0.000656075,0.000656075
545,10483.2,0.32322,0.01371,0.01839,0.21211,0.81644,0.99941,1,0.995,0.91475,0.99941,1,0.995,0.995,0.48303,0.01364,0.00877,0.22796,0.82003,0.0006536,0.0006536,0.0006536
546,10502.8,0.33086,0.01761,0.02224,0.21748,0.81326,0.99934,1,0.995,0.91929,0.99934,1,0.995,0.995,0.47969,0.01386,0.00852,0.22577,0.81765,0.000651125,0.000651125,0.000651125
547,10521.6,0.33377,0.01464,0.01515,0.21538,0.81473,1,0.9984,0.995,0.91509,1,0.9984,0.995,0.995,0.48226,0.01504,0.01201,0.23614,0.817,0.00064865,0.00064865,0.00064865
548,10541.4,0.32371,0.0142,0.01487,0.20886,0.80537,0.99915,1,0.995,0.9242,0.99915,1,0.995,0.995,0.47653,0.01512,0.00664,0.22807,0.81412,0.000646175,0.000646175,0.000646175
549,10560.7,0.32829,0.0167,0.01559,0.21152,0.80899,0.99901,1,0.995,0.92137,0.99901,1,0.995,0.995,0.47591,0.01265,0.00991,0.23084,0.81563,0.0006437,0.0006437,0.0006437
550,10580.9,0.33443,0.01605,0.02938,0.21606,0.80876,0.9989,1,0.995,0.92003,0.9989,1,0.995,0.995,0.4693,0.01311,0.01265,0.23051,0.81599,0.000641225,0.000641225,0.000641225
551,10600.7,0.32715,0.01603,0.01702,0.20988,0.81879,0.99902,1,0.995,0.91358,0.99902,1,0.995,0.995,0.4686,0.01264,0.01097,0.22583,0.81322,0.00063875,0.00063875,0.00063875
552,10620.2,0.31962,0.01943,0.02132,0.21039,0.80931,0.99904,1,0.995,0.91927,0.99904,1,0.995,0.995,0.46665,0.01139,0.00993,0.22341,0.81052,0.000636275,0.000636275,0.000636275
553,10640.1,0.31388,0.01467,0.02094,0.20828,0.80049,0.99898,1,0.995,0.92239,0.99898,1,0.995,0.995,0.46406,0.01218,0.00975,0.23208,0.80901,0.0006338,0.0006338,0.0006338
554,10659.6,0.31843,0.01582,0.01655,0.207,0.81126,0.99902,1,0.995,0.92109,0.99902,1,0.995,0.995,0.46769,0.01263,0.0138,0.22098,0.80947,0.000631325,0.000631325,0.000631325
555,10679.4,0.33688,0.01568,0.01888,0.21876,0.81259,0.99915,1,0.995,0.92028,0.99915,1,0.995,0.995,0.46123,0.01238,0.01785,0.22993,0.81008,0.00062885,0.00062885,0.00062885
556,10698.4,0.33026,0.01488,0.01998,0.21465,0.81678,0.99931,1,0.995,0.92274,0.99931,1,0.995,0.995,0.45774,0.01353,0.02182,0.23788,0.81013,0.000626375,0.000626375,0.000626375
557,10718.4,0.33472,0.01533,0.01679,0.21609,0.81691,0.99952,1,0.995,0.92856,0.99952,1,0.995,0.995,0.46394,0.01351,0.03006,0.23871,0.81466,0.0006239,0.0006239,0.0006239
558,10737.5,0.3363,0.01574,0.03073,0.21686,0.81572,0.99961,1,0.995,0.91825,0.99961,1,0.995,0.995,0.47502,0.01322,0.0262,0.24534,0.81865,0.000621425,0.000621425,0.000621425
559,10757.8,0.3299,0.01545,0.02027,0.21602,0.81556,0.99999,1,0.995,0.92105,0.99999,1,0.995,0.995,0.47451,0.014,0.01831,0.24132,0.81531,0.00061895,0.00061895,0.00061895
560,10777.6,0.32446,0.0159,0.02108,0.2133,0.80428,0.99966,1,0.995,0.92274,0.99966,1,0.995,0.995,0.46701,0.01573,0.01781,0.24574,0.81229,0.000616475,0.000616475,0.000616475
561,10797,0.32998,0.01324,0.01646,0.21326,0.8109,0.99942,1,0.995,0.92208,0.99942,1,0.995,0.995,0.46808,0.01563,0.01943,0.23949,0.81213,0.000614,0.000614,0.000614
562,10816.6,0.3317,0.01648,0.02672,0.21583,0.81665,0.99923,1,0.995,0.92466,0.99923,1,0.995,0.995,0.47097,0.01286,0.02476,0.23587,0.81195,0.000611525,0.000611525,0.000611525
563,10835.9,0.31874,0.01329,0.01752,0.21176,0.81412,0.99915,1,0.995,0.92752,0.99915,1,0.995,0.995,0.46725,0.01096,0.01797,0.22809,0.81231,0.00060905,0.00060905,0.00060905
564,10855.5,0.32816,0.01639,0.0165,0.21086,0.80712,0.99913,1,0.995,0.92167,0.99913,1,0.995,0.995,0.47159,0.01059,0.0085,0.23578,0.8127,0.000606575,0.000606575,0.000606575
565,10874.9,0.32573,0.01557,0.02439,0.21703,0.81329,0.9989,1,0.995,0.92399,0.9989,1,0.995,0.995,0.46836,0.01061,0.0061,0.23278,0.81188,0.0006041,0.0006041,0.0006041
566,10893.9,0.32685,0.01431,0.01808,0.21645,0.81463,0.99861,1,0.995,0.92511,0.99861,1,0.995,0.995,0.45689,0.01028,0.00263,0.22342,0.81061,0.000601625,0.000601625,0.000601625
567,10913.3,0.34461,0.01856,0.03096,0.22755,0.81778,0.99893,1,0.995,0.92693,0.99893,1,0.995,0.995,0.45281,0.01018,0.00191,0.21703,0.80939,0.00059915,0.00059915,0.00059915
568,10932.4,0.33215,0.01664,0.02166,0.21974,0.81983,0.99891,1,0.995,0.92747,0.99891,1,0.995,0.995,0.44876,0.01134,0.0038,0.21627,0.80903,0.000596675,0.000596675,0.000596675
569,10951.8,0.34165,0.01594,0.02347,0.21957,0.8168,0.99903,1,0.995,0.92926,0.99903,1,0.995,0.995,0.44364,0.01159,0.00517,0.22233,0.80849,0.0005942,0.0005942,0.0005942
570,10971,0.31785,0.01465,0.0167,0.21136,0.8061,0.99909,1,0.995,0.931,0.99909,1,0.995,0.995,0.45158,0.01208,0.00379,0.21965,0.81064,0.000591725,0.000591725,0.000591725
571,10990.5,0.3184,0.01538,0.02178,0.21255,0.81239,0.99905,1,0.995,0.92509,0.99905,1,0.995,0.995,0.45129,0.01113,0.00351,0.2152,0.81153,0.00058925,0.00058925,0.00058925
572,11009.8,0.32386,0.01404,0.01957,0.21453,0.80333,0.999,1,0.995,0.92399,0.999,1,0.995,0.995,0.459,0.01026,0.00394,0.21948,0.81384,0.000586775,0.000586775,0.000586775
573,11028.9,0.32201,0.01401,0.02078,0.21181,0.81202,0.9991,1,0.995,0.91928,0.9991,1,0.995,0.995,0.46969,0.01031,0.0074,0.22888,0.81477,0.0005843,0.0005843,0.0005843
574,11048.2,0.33051,0.01635,0.01906,0.21394,0.80784,0.99904,1,0.995,0.91529,0.99904,1,0.995,0.995,0.46888,0.01112,0.00629,0.22761,0.81289,0.000581825,0.000581825,0.000581825
575,11067,0.33264,0.01483,0.02115,0.21637,0.81266,0.9988,1,0.995,0.91454,0.9988,1,0.995,0.995,0.46261,0.01157,0.00276,0.2218,0.81285,0.00057935,0.00057935,0.00057935
576,11086,0.31775,0.01432,0.01693,0.21149,0.81426,0.99892,1,0.995,0.91394,0.99892,1,0.995,0.995,0.46324,0.01139,0.00223,0.22451,0.81179,0.000576875,0.000576875,0.000576875
577,11105.2,0.32529,0.01449,0.01768,0.21424,0.81699,0.999,1,0.995,0.91164,0.999,1,0.995,0.995,0.45934,0.01096,0.00273,0.23119,0.81352,0.0005744,0.0005744,0.0005744
578,11123.9,0.31555,0.01501,0.02965,0.20565,0.81418,0.99939,1,0.995,0.91104,0.99939,1,0.995,0.995,0.46316,0.00963,0.00267,0.23426,0.81476,0.000571925,0.000571925,0.000571925
579,11143.1,0.33251,0.01875,0.026,0.21816,0.81236,0.99908,1,0.995,0.914,0.99908,1,0.995,0.995,0.46016,0.01051,0.00252,0.23116,0.81289,0.00056945,0.00056945,0.00056945
580,11162.1,0.31834,0.01403,0.02024,0.21045,0.80799,0.99906,1,0.995,0.92402,0.99906,1,0.995,0.995,0.46287,0.01091,0.00278,0.22801,0.81279,0.000566975,0.000566975,0.000566975
581,11181.3,0.31716,0.01355,0.01678,0.20876,0.81198,0.99909,1,0.995,0.92269,0.99909,1,0.995,0.995,0.46986,0.01038,0.00176,0.23256,0.81353,0.0005645,0.0005645,0.0005645
582,11200.7,0.3274,0.01573,0.01873,0.21204,0.80324,0.99899,1,0.995,0.92141,0.99899,1,0.995,0.995,0.48429,0.01084,0.00144,0.22206,0.81514,0.000562025,0.000562025,0.000562025
583,11220.7,0.31631,0.01615,0.0229,0.20784,0.81669,0.99896,1,0.995,0.92292,0.99896,1,0.995,0.995,0.487,0.01196,0.00212,0.22597,0.81547,0.00055955,0.00055955,0.00055955
584,11242.5,0.34029,0.01403,0.01253,0.21896,0.81561,0.99897,1,0.995,0.92086,0.99897,1,0.995,0.995,0.48424,0.01399,0.00178,0.22378,0.8169,0.000557075,0.000557075,0.000557075
585,11262,0.32527,0.0139,0.02587,0.21395,0.81293,0.99888,1,0.995,0.91892,0.99888,1,0.995,0.995,0.47668,0.01417,0.00199,0.22168,0.81561,0.0005546,0.0005546,0.0005546
586,11281.8,0.3245,0.014,0.01677,0.21071,0.80503,0.99878,1,0.995,0.91858,0.99878,1,0.995,0.995,0.46575,0.01451,0.00166,0.22609,0.81327,0.000552125,0.000552125,0.000552125
587,11300.8,0.32493,0.01267,0.02315,0.21219,0.81447,0.99887,1,0.995,0.91616,0.99887,1,0.995,0.995,0.45779,0.01349,0.00173,0.21776,0.81229,0.00054965,0.00054965,0.00054965
588,11321.4,0.32503,0.01452,0.01723,0.21153,0.81355,0.9989,1,0.995,0.91604,0.9989,1,0.995,0.995,0.46148,0.01328,0.00226,0.22796,0.81418,0.000547175,0.000547175,0.000547175
589,11340.8,0.32199,0.0147,0.01988,0.20769,0.81083,0.99893,1,0.995,0.91101,0.99893,1,0.995,0.995,0.46145,0.0151,0.00254,0.23013,0.81437,0.0005447,0.0005447,0.0005447
590,11361.7,0.31022,0.014,0.02085,0.20379,0.80527,0.99898,1,0.995,0.91532,0.99898,1,0.995,0.995,0.4612,0.01496,0.00304,0.22501,0.81261,0.000542225,0.000542225,0.000542225
591,11381.8,0.32096,0.01701,0.0261,0.21432,0.8184,0.99898,1,0.995,0.92056,0.99898,1,0.995,0.995,0.45592,0.01384,0.00458,0.22613,0.81027,0.00053975,0.00053975,0.00053975
592,11400.8,0.31562,0.01344,0.01894,0.20855,0.81547,0.99892,1,0.995,0.91738,0.99892,1,0.995,0.995,0.46448,0.0129,0.007,0.22571,0.81146,0.000537275,0.000537275,0.000537275
593,11420.1,0.31897,0.0161,0.02246,0.21142,0.81046,0.99892,1,0.995,0.92011,0.99892,1,0.995,0.995,0.47113,0.01208,0.00687,0.2283,0.81494,0.0005348,0.0005348,0.0005348
594,11438.8,0.30947,0.016,0.01586,0.20434,0.79774,0.99873,1,0.995,0.92047,0.99873,1,0.995,0.995,0.47055,0.01114,0.00619,0.22982,0.81488,0.000532325,0.000532325,0.000532325
595,11458.9,0.31281,0.01508,0.01963,0.20293,0.8035,0.99813,1,0.995,0.9182,0.99813,1,0.995,0.995,0.46863,0.01212,0.00484,0.22655,0.81469,0.00052985,0.00052985,0.00052985
596,11478.3,0.30728,0.01433,0.01793,0.20255,0.80327,0.9983,1,0.995,0.92022,0.9983,1,0.995,0.995,0.47214,0.01263,0.0038,0.22045,0.81617,0.000527375,0.000527375,0.000527375
597,11497,0.31692,0.02114,0.02294,0.20874,0.80882,0.99836,1,0.995,0.92224,0.99836,1,0.995,0.995,0.474,0.01212,0.00415,0.22561,0.8164,0.0005249,0.0005249,0.0005249
598,11516.3,0.32149,0.01424,0.02113,0.20887,0.82124,0.99808,1,0.995,0.9267,0.99808,1,0.995,0.995,0.46895,0.012,0.00318,0.22824,0.81536,0.000522425,0.000522425,0.000522425
599,11535,0.32783,0.0156,0.01858,0.21692,0.81071,0.99858,1,0.995,0.91746,0.99858,1,0.995,0.995,0.47178,0.01096,0.00638,0.222,0.81686,0.00051995,0.00051995,0.00051995
600,11554.2,0.31114,0.01399,0.02203,0.20776,0.81486,0.99854,1,0.995,0.91976,0.99854,1,0.995,0.995,0.48028,0.01044,0.00844,0.22973,0.81909,0.000517475,0.000517475,0.000517475
601,11573,0.31219,0.01342,0.01474,0.2044,0.807,0.99803,1,0.995,0.91617,0.99803,1,0.995,0.995,0.4765,0.01044,0.00441,0.22464,0.81808,0.000515,0.000515,0.000515
602,11592.5,0.31725,0.01506,0.02108,0.20996,0.80561,0.99871,1,0.995,0.92446,0.99871,1,0.995,0.995,0.46961,0.01114,0.00528,0.22549,0.81511,0.000512525,0.000512525,0.000512525
603,11611.2,0.3137,0.01562,0.01443,0.20647,0.80997,0.99874,1,0.995,0.92101,0.99874,1,0.995,0.995,0.47748,0.01104,0.00967,0.22099,0.81512,0.00051005,0.00051005,0.00051005
604,11630.4,0.31073,0.01365,0.01652,0.2023,0.81222,0.99856,1,0.995,0.91951,0.99856,1,0.995,0.995,0.48145,0.01072,0.00846,0.22927,0.81682,0.000507575,0.000507575,0.000507575
605,11649.1,0.31353,0.02086,0.0212,0.20833,0.81609,0.99824,1,0.995,0.92231,0.99824,1,0.995,0.995,0.47727,0.01062,0.00522,0.22973,0.8165,0.0005051,0.0005051,0.0005051
606,11668.5,0.31512,0.01442,0.01744,0.20521,0.80741,0.99825,1,0.995,0.92271,0.99825,1,0.995,0.995,0.46836,0.01065,0.00379,0.22642,0.81617,0.000502625,0.000502625,0.000502625
607,11687.6,0.30802,0.01351,0.02048,0.20177,0.80664,0.9985,1,0.995,0.9194,0.9985,1,0.995,0.995,0.47012,0.01098,0.00378,0.22165,0.81397,0.00050015,0.00050015,0.00050015
608,11706.3,0.31467,0.01647,0.02194,0.20709,0.81915,0.99843,1,0.995,0.9188,0.99843,1,0.995,0.995,0.46955,0.01125,0.00524,0.22213,0.81197,0.000497675,0.000497675,0.000497675
609,11725.6,0.29932,0.01223,0.01578,0.20309,0.80798,0.99816,1,0.995,0.92251,0.99816,1,0.995,0.995,0.46698,0.01176,0.00495,0.22733,0.81022,0.0004952,0.0004952,0.0004952
610,11744.3,0.31354,0.0142,0.02682,0.20999,0.80851,0.99826,1,0.995,0.91572,0.99826,1,0.995,0.995,0.47042,0.01168,0.00471,0.22181,0.81117,0.000492725,0.000492725,0.000492725
611,11763.8,0.32849,0.01806,0.02708,0.21435,0.8064,0.9983,1,0.995,0.9135,0.9983,1,0.995,0.995,0.46921,0.01175,0.00574,0.22559,0.80984,0.00049025,0.00049025,0.00049025
612,11782.5,0.31106,0.0153,0.01969,0.20545,0.81331,0.99798,1,0.995,0.91778,0.99798,1,0.995,0.995,0.46789,0.0114,0.00599,0.22661,0.81024,0.000487775,0.000487775,0.000487775
613,11802,0.31281,0.01287,0.01803,0.20463,0.81098,0.99828,1,0.995,0.91997,0.99828,1,0.995,0.995,0.46435,0.01132,0.00374,0.2246,0.81052,0.0004853,0.0004853,0.0004853
614,11821.3,0.30222,0.01224,0.01778,0.20086,0.8024,0.99842,1,0.995,0.92816,0.99842,1,0.995,0.995,0.465,0.01142,0.00305,0.21465,0.81329,0.000482825,0.000482825,0.000482825
615,11840.9,0.30875,0.02133,0.02526,0.20268,0.79569,0.99792,1,0.995,0.92661,0.99792,1,0.995,0.995,0.46023,0.01257,0.00396,0.2148,0.81333,0.00048035,0.00048035,0.00048035
616,11860.4,0.31013,0.01398,0.01647,0.20345,0.80329,0.99829,1,0.995,0.92082,0.99829,1,0.995,0.995,0.46557,0.01308,0.00476,0.22696,0.81345,0.000477875,0.000477875,0.000477875
617,11879.2,0.30919,0.01542,0.01946,0.20347,0.81118,0.99826,1,0.995,0.91854,0.99826,1,0.995,0.995,0.46198,0.01261,0.00514,0.22866,0.81086,0.0004754,0.0004754,0.0004754
618,11898.9,0.30686,0.01308,0.01849,0.19958,0.8126,0.99861,1,0.995,0.92232,0.99861,1,0.995,0.995,0.46676,0.0122,0.00784,0.22355,0.81208,0.000472925,0.000472925,0.000472925
619,11917.6,0.31047,0.01613,0.0206,0.20112,0.80933,0.9984,1,0.995,0.92297,0.9984,1,0.995,0.995,0.47282,0.01209,0.01141,0.22406,0.81155,0.00047045,0.00047045,0.00047045
620,11936.9,0.29446,0.01536,0.01749,0.20208,0.8061,0.99863,1,0.995,0.92389,0.99863,1,0.995,0.995,0.47827,0.01347,0.01829,0.21928,0.81305,0.000467975,0.000467975,0.000467975
621,11955.6,0.31845,0.01807,0.01854,0.20754,0.80634,0.99881,1,0.995,0.91658,0.99881,1,0.995,0.995,0.48798,0.01402,0.0148,0.22415,0.81519,0.0004655,0.0004655,0.0004655
622,11975,0.30924,0.01297,0.01636,0.20235,0.80092,0.99876,1,0.995,0.91495,0.99876,1,0.995,0.995,0.49387,0.01374,0.01196,0.22349,0.81428,0.000463025,0.000463025,0.000463025
623,11994.5,0.30734,0.01877,0.0177,0.20189,0.81068,0.99879,1,0.995,0.91619,0.99879,1,0.995,0.995,0.48672,0.01399,0.01504,0.22625,0.81177,0.00046055,0.00046055,0.00046055
624,12013.3,0.3192,0.01297,0.01463,0.20733,0.81703,0.99874,1,0.995,0.90927,0.99874,1,0.995,0.995,0.48222,0.01411,0.0101,0.22893,0.80998,0.000458075,0.000458075,0.000458075
625,12032.7,0.31463,0.01729,0.02434,0.20688,0.80641,0.99879,1,0.995,0.91439,0.99879,1,0.995,0.995,0.4774,0.01419,0.00613,0.22322,0.80917,0.0004556,0.0004556,0.0004556
626,12051.4,0.31661,0.01479,0.01957,0.20735,0.80675,0.99871,1,0.995,0.91284,0.99871,1,0.995,0.995,0.47264,0.01431,0.00527,0.21822,0.81053,0.000453125,0.000453125,0.000453125
627,12070.6,0.29622,0.0135,0.01833,0.19978,0.81052,0.99859,1,0.995,0.91344,0.99859,1,0.995,0.995,0.47353,0.01413,0.00566,0.22161,0.81079,0.00045065,0.00045065,0.00045065
628,12089.3,0.30926,0.01318,0.01785,0.2034,0.80581,0.99874,1,0.995,0.92103,0.99874,1,0.995,0.995,0.47311,0.01396,0.00869,0.22221,0.81021,0.000448175,0.000448175,0.000448175
629,12108.6,0.31131,0.01543,0.02281,0.20363,0.81504,0.99864,1,0.995,0.92203,0.99864,1,0.995,0.995,0.47563,0.01351,0.01115,0.22623,0.811,0.0004457,0.0004457,0.0004457
