epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,7534.6,0.63116,0.42342,0.88503,0.99192,1,0.995,0.85005,0.64628,0.35407,0.89538,0.0008516,0.0008516,0.0008516
60,7660.21,0.62967,0.42029,0.88219,0.98781,1,0.995,0.82407,0.66529,0.37004,0.90812,0.0008318,0.0008318,0.0008318
61,7784.15,0.62766,0.41628,0.8732,0.99223,1,0.995,0.84409,0.6431,0.33808,0.89725,0.000812,0.000812,0.000812
62,7911.17,0.61769,0.40863,0.87861,0.98831,1,0.995,0.88622,0.61154,0.33387,0.90506,0.0007922,0.0007922,0.0007922
63,8035.7,0.59822,0.3968,0.86863,0.99376,1,0.995,0.86235,0.6438,0.32261,0.89737,0.0007724,0.0007724,0.0007724
64,8159.32,0.63241,0.40225,0.87974,0.9948,1,0.995,0.84893,0.60379,0.33349,0.90278,0.0007526,0.0007526,0.0007526
65,8283.71,0.61511,0.40059,0.86777,0.99491,1,0.995,0.83973,0.6617,0.35405,0.9105,0.0007328,0.0007328,0.0007328
66,8411.36,0.60369,0.40481,0.86829,0.99253,1,0.995,0.84574,0.64762,0.34578,0.90616,0.000713,0.000713,0.000713
67,8537.97,0.58304,0.39094,0.8558,0.99232,1,0.995,0.82312,0.64452,0.35463,0.9007,0.0006932,0.0006932,0.0006932
68,8666.04,0.62692,0.39559,0.8711,0.99382,1,0.995,0.86958,0.62918,0.34811,0.90004,0.0006734,0.0006734,0.0006734
69,8796.37,0.59794,0.39376,0.87411,0.99497,1,0.995,0.85866,0.62112,0.3003,0.88832,0.0006536,0.0006536,0.0006536
70,8924.62,0.59055,0.38979,0.86675,0.99476,1,0.995,0.84782,0.61197,0.34499,0.89747,0.0006338,0.0006338,0.0006338
71,9053.4,0.5721,0.37855,0.86193,0.9945,1,0.995,0.81959,0.62968,0.31653,0.89712,0.000614,0.000614,0.000614
72,9184.83,0.60128,0.39498,0.87144,0.99374,1,0.995,0.83982,0.58759,0.34086,0.88888,0.0005942,0.0005942,0.0005942
73,9316.68,0.58951,0.39414,0.86199,0.989,1,0.995,0.84894,0.59296,0.33503,0.88359,0.0005744,0.0005744,0.0005744
74,9445.45,0.57024,0.38341,0.86297,0.99452,1,0.995,0.86201,0.58403,0.33451,0.88267,0.0005546,0.0005546,0.0005546
75,9574.58,0.56967,0.36871,0.86127,0.9906,1,0.995,0.84189,0.56541,0.31252,0.88352,0.0005348,0.0005348,0.0005348
76,9707.41,0.57247,0.37056,0.86258,0.99167,1,0.995,0.84858,0.63207,0.33024,0.88902,0.000515,0.000515,0.000515
77,9836.41,0.57346,0.37116,0.86,0.99325,1,0.995,0.86062,0.57597,0.33148,0.88604,0.0004952,0.0004952,0.0004952
78,9967.04,0.56719,0.36277,0.859,0.99265,1,0.995,0.85233,0.60174,0.31702,0.88675,0.0004754,0.0004754,0.0004754
79,10096.5,0.56629,0.36119,0.86642,0.98283,1,0.995,0.838,0.59312,0.32225,0.88322,0.0004556,0.0004556,0.0004556
80,10226.6,0.57216,0.36149,0.86033,0.9845,1,0.995,0.82544,0.62614,0.34788,0.88458,0.0004358,0.0004358,0.0004358
81,10355,0.55758,0.36648,0.85322,0.98329,1,0.995,0.85711,0.58485,0.3186,0.88179,0.000416,0.000416,0.000416
82,10484.4,0.55376,0.36333,0.85516,0.98946,1,0.995,0.83643,0.60182,0.31455,0.89384,0.0003962,0.0003962,0.0003962
83,10613.9,0.57593,0.36348,0.8663,0.99128,1,0.995,0.84998,0.61046,0.29715,0.89172,0.0003764,0.0003764,0.0003764
84,10742.8,0.54273,0.35095,0.85078,0.99029,1,0.995,0.85799,0.58195,0.30839,0.89337,0.0003566,0.0003566,0.0003566
85,10873.4,0.54124,0.335,0.85729,0.99018,1,0.995,0.86033,0.60583,0.29268,0.88825,0.0003368,0.0003368,0.0003368
86,11005.3,0.57058,0.3566,0.86889,0.98409,1,0.995,0.84043,0.61715,0.32856,0.88831,0.000317,0.000317,0.000317
87,11138.6,0.52699,0.34466,0.86123,0.98679,1,0.995,0.83797,0.62746,0.3303,0.88662,0.0002972,0.0002972,0.0002972
88,11266.1,0.53779,0.33913,0.84709,0.98878,1,0.995,0.85565,0.62494,0.3101,0.89316,0.0002774,0.0002774,0.0002774
89,11394,0.5169,0.33309,0.84459,0.98456,1,0.995,0.84848,0.61063,0.32694,0.88876,0.0002576,0.0002576,0.0002576
90,11525,0.5418,0.34083,0.85316,0.98719,1,0.995,0.84808,0.59523,0.31235,0.8871,0.0002378,0.0002378,0.0002378
91,11656.6,0.48518,0.30577,0.82516,0.99144,1,0.995,0.8549,0.60365,0.29946,0.88434,0.000218,0.000218,0.000218
92,11787.4,0.48004,0.30232,0.82019,0.98638,1,0.995,0.86098,0.59256,0.30487,0.88392,0.0001982,0.0001982,0.0001982
93,11912.9,0.48844,0.30316,0.825,0.98932,1,0.995,0.86534,0.5814,0.29799,0.8909,0.0001784,0.0001784,0.0001784
94,12041.3,0.46721,0.30064,0.81313,0.99014,1,0.995,0.86587,0.60819,0.29226,0.88581,0.0001586,0.0001586,0.0001586
95,12173,0.4742,0.29654,0.81461,0.98929,1,0.995,0.85363,0.61253,0.30454,0.88482,0.0001388,0.0001388,0.0001388
96,12297.9,0.46869,0.29401,0.8174,0.99315,1,0.995,0.83277,0.61102,0.30191,0.88591,0.000119,0.000119,0.000119
97,12427.7,0.45614,0.28659,0.80821,0.99045,1,0.995,0.85898,0.6087,0.3029,0.88492,9.92e-05,9.92e-05,9.92e-05
98,12550.4,0.45645,0.28774,0.81141,0.99068,1,0.995,0.84734,0.6127,0.30387,0.88823,7.94e-05,7.94e-05,7.94e-05
99,12675.7,0.45667,0.28628,0.81895,0.99113,1,0.995,0.85276,0.60657,0.2965,0.88768,5.96e-05,5.96e-05,5.96e-05
100,12798.2,0.45867,0.28432,0.81148,0.9915,1,0.995,0.85857,0.60554,0.29542,0.88861,3.98e-05,3.98e-05,3.98e-05
