epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
84,5164.32,0.49929,0.03077,0.04326,0.31731,0.85878,1,0.99926,0.995,0.91994,1,0.99926,0.995,0.995,0.45111,0.01832,0.02721,0.26083,0.83517,0.0264784,0.00882614,0.0264784,0.00882614,0.0264784,0.00882614,0.0264784,0.00882614
85,5225.46,0.50959,0.03533,0.04925,0.3179,0.86709,0.99909,0.9878,0.99488,0.90842,0.99909,0.9878,0.99488,0.99488,0.44479,0.01736,0.01468,0.25021,0.83729,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
86,5286.36,0.49751,0.03282,0.03887,0.31438,0.85631,1,0.99964,0.995,0.9252,1,0.99964,0.995,0.995,0.43705,0.01821,0.04829,0.2419,0.82759,0.0263936,0.00879786,0.0263936,0.00879786,0.0263936,0.00879786,0.0263936,0.00879786
87,5347.47,0.49133,0.03337,0.04699,0.30925,0.85614,1,0.99987,0.995,0.92255,1,0.99987,0.995,0.99446,0.43826,0.01854,0.05506,0.24658,0.8366,0.0263511,0.00878371,0.0263511,0.00878371,0.0263511,0.00878371,0.0263511,0.00878371
88,5408.69,0.49556,0.03441,0.04984,0.30922,0.85723,0.99965,1,0.995,0.93101,0.99965,1,0.995,0.995,0.44388,0.01894,0.0227,0.25103,0.83632,0.0263087,0.00876957,0.0263087,0.00876957,0.0263087,0.00876957,0.0263087,0.00876957
89,5469.55,0.49179,0.03306,0.04264,0.30572,0.85569,0.98731,1,0.99476,0.91924,0.98731,1,0.99476,0.99476,0.44751,0.01745,0.04647,0.25629,0.83488,0.0262663,0.00875543,0.0262663,0.00875543,0.0262663,0.00875543,0.0262663,0.00875543
90,5530.65,0.49274,0.02835,0.04276,0.31044,0.85468,1,0.99915,0.995,0.91748,1,0.99915,0.995,0.99437,0.43868,0.02178,0.03758,0.23988,0.83621,0.0262239,0.00874129,0.0262239,0.00874129,0.0262239,0.00874129,0.0262239,0.00874129
91,5591.49,0.48517,0.02854,0.04139,0.30515,0.85609,0.99872,0.9878,0.99488,0.92173,0.99872,0.9878,0.99488,0.99352,0.45494,0.02181,0.00759,0.25878,0.83869,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714
92,5652.51,0.48331,0.02888,0.0405,0.30648,0.85563,0.98795,0.99998,0.99488,0.92834,0.98795,0.99998,0.99488,0.99449,0.43239,0.01878,0.0158,0.2548,0.83913,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
93,5713.35,0.48613,0.029,0.04111,0.3079,0.85269,0.99616,1,0.995,0.92324,0.99616,1,0.995,0.9934,0.43417,0.02372,0.03638,0.25146,0.8411,0.0260966,0.00869886,0.0260966,0.00869886,0.0260966,0.00869886,0.0260966,0.00869886
94,5774.31,0.48954,0.03185,0.04395,0.30622,0.8543,0.99845,1,0.995,0.92524,0.99845,1,0.995,0.995,0.42558,0.01915,0.03249,0.24552,0.8416,0.0260541,0.00868471,0.0260541,0.00868471,0.0260541,0.00868471,0.0260541,0.00868471
95,5835.08,0.49037,0.03512,0.04172,0.30374,0.85217,0.99618,0.9878,0.99453,0.92652,0.99618,0.9878,0.99453,0.99399,0.43421,0.01865,0.01675,0.24666,0.83657,0.0260117,0.00867057,0.0260117,0.00867057,0.0260117,0.00867057,0.0260117,0.00867057
96,5896.17,0.48027,0.0325,0.04083,0.298,0.85491,1,0.98736,0.99391,0.92521,1,0.98736,0.99476,0.99476,0.43434,0.01653,0.05986,0.25829,0.84339,0.0259693,0.00865643,0.0259693,0.00865643,0.0259693,0.00865643,0.0259693,0.00865643
97,5957.13,0.47947,0.03093,0.03861,0.3009,0.85009,0.99969,1,0.995,0.92634,0.99969,1,0.995,0.99438,0.44459,0.01973,0.03555,0.23876,0.84321,0.0259269,0.00864229,0.0259269,0.00864229,0.0259269,0.00864229,0.0259269,0.00864229
98,6017.85,0.47884,0.03064,0.03372,0.30431,0.84892,0.99822,1,0.995,0.92032,0.99822,1,0.995,0.99422,0.44183,0.02179,0.02887,0.25133,0.83914,0.0258844,0.00862814,0.0258844,0.00862814,0.0258844,0.00862814,0.0258844,0.00862814
99,6078.82,0.47714,0.02791,0.04276,0.29935,0.85127,0.99899,0.9878,0.99488,0.922,0.99899,0.9878,0.99488,0.99345,0.44249,0.02665,0.01679,0.23641,0.8405,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
100,6139.5,0.48498,0.02963,0.04713,0.30117,0.85042,0.99964,1,0.995,0.91717,0.99964,1,0.995,0.995,0.4334,0.01593,0.04501,0.25324,0.84452,0.0257996,0.00859986,0.0257996,0.00859986,0.0257996,0.00859986,0.0257996,0.00859986
101,6200.41,0.48392,0.02936,0.04604,0.30362,0.85475,0.99943,1,0.995,0.9296,0.99943,1,0.995,0.995,0.43832,0.01614,0.02496,0.23614,0.84617,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571
102,6261.01,0.47676,0.03108,0.04455,0.30064,0.84719,0.98693,1,0.99488,0.92082,0.98693,1,0.99488,0.99488,0.45102,0.01551,0.00367,0.24218,0.8503,0.0257147,0.00857157,0.0257147,0.00857157,0.0257147,0.00857157,0.0257147,0.00857157
103,6321.93,0.47699,0.03071,0.04304,0.29816,0.84974,0.99927,1,0.995,0.92679,0.99927,1,0.995,0.99318,0.43899,0.02678,0.01254,0.22639,0.8447,0.0256723,0.00855743,0.0256723,0.00855743,0.0256723,0.00855743,0.0256723,0.00855743
104,6382.7,0.4715,0.03208,0.04115,0.2992,0.84897,1,0.99929,0.995,0.92037,1,0.99929,0.995,0.995,0.43242,0.02065,0.00142,0.23726,0.8394,0.0256299,0.00854329,0.0256299,0.00854329,0.0256299,0.00854329,0.0256299,0.00854329
105,6443.73,0.47641,0.03152,0.04225,0.29305,0.85618,1,0.99958,0.995,0.92223,1,0.99958,0.995,0.995,0.44353,0.01505,0.0049,0.23465,0.84413,0.0255874,0.00852914,0.0255874,0.00852914,0.0255874,0.00852914,0.0255874,0.00852914
106,6504.84,0.47348,0.03185,0.04221,0.29371,0.84826,1,0.9996,0.995,0.91863,1,0.9996,0.995,0.995,0.45241,0.02085,0.03261,0.23626,0.85276,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
107,6565.67,0.47212,0.02931,0.04306,0.29268,0.84877,0.99988,1,0.995,0.92506,0.99988,1,0.995,0.995,0.43637,0.01897,0.07006,0.23311,0.84054,0.0255026,0.00850086,0.0255026,0.00850086,0.0255026,0.00850086,0.0255026,0.00850086
108,6626.84,0.46625,0.02722,0.03655,0.28913,0.85072,0.99996,1,0.995,0.92568,0.99996,1,0.995,0.99465,0.42008,0.02057,0.02972,0.22726,0.83127,0.0254601,0.00848671,0.0254601,0.00848671,0.0254601,0.00848671,0.0254601,0.00848671
109,6687.71,0.48005,0.02879,0.03321,0.29433,0.8517,1,0.99787,0.995,0.92811,1,0.99787,0.995,0.995,0.42002,0.01734,0.02128,0.22992,0.83401,0.0254177,0.00847257,0.0254177,0.00847257,0.0254177,0.00847257,0.0254177,0.00847257
110,6748.63,0.48142,0.02951,0.03546,0.29583,0.85106,0.98794,0.99889,0.99488,0.92667,0.98794,0.99889,0.99488,0.99488,0.43859,0.01319,0.04511,0.23639,0.84296,0.0253753,0.00845843,0.0253753,0.00845843,0.0253753,0.00845843,0.0253753,0.00845843
111,6809.41,0.46724,0.02605,0.04143,0.28872,0.84606,1,0.99914,0.995,0.92181,1,0.99914,0.995,0.995,0.44331,0.0156,0.00949,0.23823,0.84746,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429
112,6870.4,0.46336,0.02727,0.03624,0.28652,0.84292,1,0.99944,0.995,0.92838,1,0.99944,0.995,0.995,0.44486,0.01604,0.024,0.23312,0.83863,0.0252904,0.00843014,0.0252904,0.00843014,0.0252904,0.00843014,0.0252904,0.00843014
113,6930.99,0.4638,0.03127,0.0362,0.28764,0.85035,0.99939,1,0.995,0.91455,0.99939,1,0.995,0.995,0.43261,0.01586,0.01802,0.23405,0.84523,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
114,6991.9,0.46299,0.02644,0.03068,0.28657,0.84941,1,0.99967,0.995,0.9233,1,0.99967,0.995,0.99454,0.4446,0.02118,0.05381,0.22824,0.8448,0.0252056,0.00840186,0.0252056,0.00840186,0.0252056,0.00840186,0.0252056,0.00840186
115,7052.78,0.4677,0.02547,0.03609,0.28737,0.8472,0.99913,1,0.995,0.92115,0.99913,1,0.995,0.9943,0.4248,0.02334,0.00439,0.22622,0.84073,0.0251631,0.00838771,0.0251631,0.00838771,0.0251631,0.00838771,0.0251631,0.00838771
116,7113.45,0.45573,0.0252,0.0382,0.28588,0.84176,0.99934,1,0.995,0.92904,0.99934,1,0.995,0.99399,0.42371,0.02049,0.0285,0.22475,0.83247,0.0251207,0.00837357,0.0251207,0.00837357,0.0251207,0.00837357,0.0251207,0.00837357
117,7174.34,0.46698,0.02533,0.04183,0.29021,0.85015,0.99954,1,0.995,0.92554,0.99954,1,0.995,0.995,0.43987,0.01327,0.00335,0.23318,0.83572,0.0250783,0.00835943,0.0250783,0.00835943,0.0250783,0.00835943,0.0250783,0.00835943
118,7235.06,0.46394,0.02715,0.0344,0.28972,0.85088,0.99926,1,0.995,0.92469,0.99926,1,0.995,0.99026,0.43138,0.04372,0.0145,0.21904,0.83336,0.0250359,0.00834529,0.0250359,0.00834529,0.0250359,0.00834529,0.0250359,0.00834529
119,7296.17,0.46125,0.02698,0.03351,0.28947,0.842,0.99921,1,0.995,0.92679,0.99921,1,0.995,0.99453,0.43181,0.01846,0.01612,0.23288,0.83426,0.0249934,0.00833114,0.0249934,0.00833114,0.0249934,0.00833114,0.0249934,0.00833114
120,7357.14,0.4489,0.02317,0.0327,0.27939,0.84426,0.99917,1,0.995,0.92486,0.99917,1,0.995,0.99452,0.42474,0.01929,0.00739,0.22674,0.83233,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
121,7418.26,0.46303,0.02802,0.04438,0.29237,0.85256,0.99922,1,0.995,0.93046,0.99922,1,0.995,0.99361,0.42182,0.02168,0.0113,0.22234,0.82814,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286
122,7478.98,0.45402,0.0253,0.03311,0.28336,0.8421,0.99942,1,0.995,0.93327,0.99942,1,0.995,0.99463,0.42546,0.0157,0.00878,0.22934,0.82822,0.0248661,0.00828871,0.0248661,0.00828871,0.0248661,0.00828871,0.0248661,0.00828871
123,7540.03,0.46411,0.02575,0.03512,0.28639,0.84804,0.99962,1,0.995,0.92937,0.99962,1,0.995,0.99449,0.43191,0.01764,0.02263,0.22137,0.83123,0.0248237,0.00827457,0.0248237,0.00827457,0.0248237,0.00827457,0.0248237,0.00827457
124,7601.16,0.44653,0.02899,0.03217,0.27865,0.84161,0.99967,1,0.995,0.92255,0.99967,1,0.995,0.99428,0.44863,0.02045,0.00608,0.23821,0.84092,0.0247813,0.00826043,0.0247813,0.00826043,0.0247813,0.00826043,0.0247813,0.00826043
125,7662.03,0.46397,0.03183,0.0353,0.28684,0.84745,0.98765,1,0.99488,0.92154,0.98765,1,0.99488,0.99488,0.44675,0.01934,0.02589,0.24114,0.84937,0.0247389,0.00824629,0.0247389,0.00824629,0.0247389,0.00824629,0.0247389,0.00824629
126,7723.17,0.45612,0.02493,0.03559,0.28688,0.84453,1,0.99946,0.995,0.92113,1,0.99946,0.995,0.995,0.43758,0.0142,0.01153,0.22756,0.83967,0.0246964,0.00823214,0.0246964,0.00823214,0.0246964,0.00823214,0.0246964,0.00823214
127,7783.78,0.45179,0.02712,0.03265,0.2825,0.84352,1,0.99958,0.995,0.93409,1,0.99958,0.995,0.9944,0.41616,0.01801,0.00865,0.2329,0.83453,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
128,7845.02,0.44334,0.02966,0.03472,0.27765,0.84137,1,0.99941,0.995,0.91978,1,0.99941,0.995,0.995,0.43501,0.01345,0.02133,0.22456,0.8356,0.0246116,0.00820386,0.0246116,0.00820386,0.0246116,0.00820386,0.0246116,0.00820386
129,7905.88,0.44941,0.02766,0.03225,0.27778,0.84143,0.99978,1,0.995,0.92118,0.99978,1,0.995,0.995,0.42927,0.01366,0.00787,0.22902,0.82968,0.0245691,0.00818971,0.0245691,0.00818971,0.0245691,0.00818971,0.0245691,0.00818971
130,7967,0.44818,0.02539,0.03587,0.27695,0.8397,0.99973,1,0.995,0.92582,0.99973,1,0.995,0.995,0.43386,0.01642,0.01319,0.23471,0.83524,0.0245267,0.00817557,0.0245267,0.00817557,0.0245267,0.00817557,0.0245267,0.00817557
131,8027.95,0.44218,0.02507,0.03666,0.2727,0.83985,1,0.99944,0.995,0.91989,1,0.99944,0.995,0.995,0.4286,0.01547,0.02165,0.23379,0.83685,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143
132,8088.81,0.45384,0.02262,0.03859,0.28089,0.85177,0.99978,1,0.995,0.91678,0.99978,1,0.995,0.995,0.4448,0.01479,0.0227,0.22906,0.83312,0.0244419,0.00814729,0.0244419,0.00814729,0.0244419,0.00814729,0.0244419,0.00814729
133,8149.69,0.44729,0.02492,0.03785,0.28296,0.84622,0.99948,1,0.995,0.92776,0.99948,1,0.995,0.99467,0.4268,0.016,0.03546,0.22439,0.835,0.0243994,0.00813314,0.0243994,0.00813314,0.0243994,0.00813314,0.0243994,0.00813314
134,8210.44,0.44732,0.02626,0.03666,0.28141,0.84151,1,0.99944,0.995,0.92181,1,0.99944,0.995,0.995,0.41971,0.01549,0.03433,0.22339,0.8302,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
135,8271.26,0.44913,0.02523,0.03593,0.27919,0.8444,0.99916,1,0.995,0.92903,0.99916,1,0.995,0.995,0.43496,0.01819,0.08418,0.22948,0.8331,0.0243146,0.00810486,0.0243146,0.00810486,0.0243146,0.00810486,0.0243146,0.00810486
136,8331.66,0.44583,0.02388,0.03229,0.27817,0.84398,0.99952,1,0.995,0.92275,0.99952,1,0.995,0.995,0.44258,0.01694,0.03303,0.22563,0.83239,0.0242721,0.00809071,0.0242721,0.00809071,0.0242721,0.00809071,0.0242721,0.00809071
137,8392.61,0.44053,0.02438,0.03762,0.27787,0.84115,1,0.99924,0.995,0.93384,1,0.99924,0.995,0.995,0.41825,0.01415,0.01267,0.22883,0.82926,0.0242297,0.00807657,0.0242297,0.00807657,0.0242297,0.00807657,0.0242297,0.00807657
138,8453.41,0.44012,0.02568,0.03356,0.27632,0.83813,1,0.99919,0.995,0.93852,1,0.99919,0.995,0.995,0.41534,0.01474,0.06217,0.22037,0.82963,0.0241873,0.00806243,0.0241873,0.00806243,0.0241873,0.00806243,0.0241873,0.00806243
139,8514.45,0.44281,0.02336,0.03659,0.27478,0.84152,1,0.99942,0.995,0.92588,1,0.99942,0.995,0.995,0.4295,0.01487,0.00718,0.22574,0.83597,0.0241449,0.00804829,0.0241449,0.00804829,0.0241449,0.00804829,0.0241449,0.00804829
140,8575.2,0.43453,0.02266,0.03443,0.27017,0.83993,0.99999,1,0.995,0.92608,0.99999,1,0.995,0.9947,0.42243,0.01839,0.04538,0.22021,0.83303,0.0241024,0.00803414,0.0241024,0.00803414,0.0241024,0.00803414,0.0241024,0.00803414
141,8636.19,0.43864,0.02391,0.03054,0.27626,0.84249,0.99957,1,0.995,0.93122,0.99957,1,0.995,0.995,0.4294,0.01641,0.02807,0.22517,0.83716,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
142,8697.2,0.44169,0.02301,0.03751,0.27364,0.84142,1,0.99927,0.995,0.92559,1,0.99927,0.995,0.995,0.43184,0.01473,0.0115,0.22172,0.83802,0.0240176,0.00800586,0.0240176,0.00800586,0.0240176,0.00800586,0.0240176,0.00800586
143,8757.96,0.43847,0.02303,0.02992,0.27179,0.84146,0.99994,1,0.995,0.91611,0.99994,1,0.995,0.995,0.41952,0.01446,0.07452,0.20733,0.8338,0.0239751,0.00799171,0.0239751,0.00799171,0.0239751,0.00799171,0.0239751,0.00799171
144,8818.94,0.44903,0.02673,0.03615,0.27703,0.8496,0.99956,1,0.995,0.92619,0.99956,1,0.995,0.995,0.42616,0.01483,0.02051,0.22041,0.83092,0.0239327,0.00797757,0.0239327,0.00797757,0.0239327,0.00797757,0.0239327,0.00797757
145,8879.85,0.43462,0.02338,0.03302,0.27018,0.83577,0.99923,1,0.995,0.92666,0.99923,1,0.995,0.99392,0.43473,0.0198,0.02335,0.22152,0.84665,0.0238903,0.00796343,0.0238903,0.00796343,0.0238903,0.00796343,0.0238903,0.00796343
146,8940.7,0.43845,0.02472,0.03702,0.2747,0.84181,0.99863,1,0.995,0.93105,0.99863,1,0.995,0.99401,0.42157,0.02221,0.01202,0.21693,0.8337,0.0238479,0.00794929,0.0238479,0.00794929,0.0238479,0.00794929,0.0238479,0.00794929
147,9001.33,0.43518,0.02315,0.0345,0.27017,0.84217,0.99902,1,0.995,0.92321,0.99902,1,0.995,0.99447,0.43304,0.01884,0.06094,0.21699,0.83714,0.0238054,0.00793514,0.0238054,0.00793514,0.0238054,0.00793514,0.0238054,0.00793514
148,9062.21,0.43252,0.02463,0.03376,0.27048,0.8424,0.99928,1,0.995,0.93801,0.99928,1,0.995,0.995,0.43364,0.01887,0.00308,0.21665,0.83458,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
149,9122.81,0.43052,0.02322,0.03515,0.26913,0.83963,0.99937,1,0.995,0.92528,0.99937,1,0.995,0.995,0.43191,0.01495,0.02295,0.22005,0.83174,0.0237206,0.00790686,0.0237206,0.00790686,0.0237206,0.00790686,0.0237206,0.00790686
150,9183.7,0.43478,0.02356,0.03354,0.26845,0.83912,0.99936,1,0.995,0.92972,0.99936,1,0.995,0.995,0.41666,0.01274,0.03096,0.21475,0.83491,0.0236781,0.00789271,0.0236781,0.00789271,0.0236781,0.00789271,0.0236781,0.00789271
151,9244.65,0.44572,0.02374,0.03358,0.27357,0.84454,0.99927,1,0.995,0.92795,0.99927,1,0.995,0.995,0.43392,0.01406,0.01209,0.21656,0.83768,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857
152,9305.28,0.43787,0.02386,0.03397,0.27006,0.83829,0.99917,1,0.995,0.92105,0.99917,1,0.995,0.995,0.43674,0.01596,0.02519,0.21973,0.83923,0.0235933,0.00786443,0.0235933,0.00786443,0.0235933,0.00786443,0.0235933,0.00786443
153,9366.21,0.43696,0.02222,0.02909,0.2729,0.8423,0.99939,1,0.995,0.92585,0.99939,1,0.995,0.995,0.43414,0.01531,0.04686,0.21335,0.83455,0.0235509,0.00785029,0.0235509,0.00785029,0.0235509,0.00785029,0.0235509,0.00785029
154,9427.05,0.43041,0.02357,0.02925,0.26984,0.83677,0.99936,1,0.995,0.9303,0.99936,1,0.995,0.995,0.42194,0.01436,0.02243,0.22031,0.83357,0.0235084,0.00783614,0.0235084,0.00783614,0.0235084,0.00783614,0.0235084,0.00783614
155,9487.96,0.42713,0.02168,0.03068,0.26481,0.83428,0.9993,1,0.995,0.93374,0.9993,1,0.995,0.995,0.42273,0.01346,0.01028,0.2191,0.83228,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
156,9548.56,0.41869,0.02184,0.03185,0.25913,0.83701,0.99909,1,0.995,0.93582,0.99909,1,0.995,0.995,0.41741,0.01609,0.01237,0.22034,0.83029,0.0234236,0.00780786,0.0234236,0.00780786,0.0234236,0.00780786,0.0234236,0.00780786
157,9609.41,0.43029,0.02405,0.03009,0.26804,0.84069,0.99927,1,0.995,0.92821,0.99927,1,0.995,0.995,0.41689,0.0129,0.02264,0.21955,0.83418,0.0233811,0.00779371,0.0233811,0.00779371,0.0233811,0.00779371,0.0233811,0.00779371
158,9670.02,0.42915,0.0202,0.03533,0.26933,0.83575,0.99989,1,0.995,0.92996,0.99989,1,0.995,0.995,0.42215,0.01511,0.01545,0.2257,0.83899,0.0233387,0.00777957,0.0233387,0.00777957,0.0233387,0.00777957,0.0233387,0.00777957
159,9730.88,0.42768,0.02413,0.03179,0.26649,0.83901,0.99933,1,0.995,0.9211,0.99933,1,0.995,0.995,0.42846,0.01371,0.01742,0.21591,0.83591,0.0232963,0.00776543,0.0232963,0.00776543,0.0232963,0.00776543,0.0232963,0.00776543
160,9791.74,0.42409,0.02497,0.0305,0.26368,0.83352,0.99936,1,0.995,0.9341,0.99936,1,0.995,0.995,0.42107,0.01292,0.02612,0.20413,0.83387,0.0232539,0.00775129,0.0232539,0.00775129,0.0232539,0.00775129,0.0232539,0.00775129
161,9852.42,0.42481,0.02147,0.02801,0.26332,0.83886,0.99927,1,0.995,0.93539,0.99927,1,0.995,0.995,0.41681,0.01331,0.00872,0.21427,0.83154,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714
162,9913.58,0.42796,0.02613,0.03216,0.26209,0.83771,0.99933,1,0.995,0.92694,0.99933,1,0.995,0.995,0.42668,0.01441,0.00473,0.21701,0.83492,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
163,9974.52,0.41889,0.02327,0.03195,0.26179,0.83181,0.99937,1,0.995,0.93312,0.99937,1,0.995,0.995,0.41801,0.01426,0.01985,0.20632,0.8301,0.0231266,0.00770886,0.0231266,0.00770886,0.0231266,0.00770886,0.0231266,0.00770886
164,10035.6,0.41443,0.02323,0.0321,0.25869,0.83899,0.99954,1,0.995,0.93081,0.99954,1,0.995,0.995,0.41406,0.01053,0.03655,0.21202,0.83435,0.0230841,0.00769471,0.0230841,0.00769471,0.0230841,0.00769471,0.0230841,0.00769471
165,10096.6,0.42424,0.02405,0.03263,0.26551,0.83689,0.99944,1,0.995,0.92527,0.99944,1,0.995,0.995,0.41736,0.01152,0.02956,0.21748,0.83752,0.0230417,0.00768057,0.0230417,0.00768057,0.0230417,0.00768057,0.0230417,0.00768057
166,10157.6,0.42975,0.02172,0.03186,0.26515,0.83932,0.99919,1,0.995,0.9334,0.99919,1,0.995,0.995,0.42184,0.01085,0.01952,0.21352,0.83873,0.0229993,0.00766643,0.0229993,0.00766643,0.0229993,0.00766643,0.0229993,0.00766643
167,10218.6,0.42641,0.02417,0.03442,0.26618,0.84035,0.9993,1,0.995,0.92843,0.9993,1,0.995,0.9945,0.41604,0.01566,0.02121,0.20619,0.83135,0.0229569,0.00765229,0.0229569,0.00765229,0.0229569,0.00765229,0.0229569,0.00765229
168,10279.6,0.4131,0.02022,0.03292,0.2599,0.8327,0.99937,1,0.995,0.93036,0.99937,1,0.995,0.99403,0.41236,0.01671,0.01386,0.20737,0.8338,0.0229144,0.00763814,0.0229144,0.00763814,0.0229144,0.00763814,0.0229144,0.00763814
169,10340.8,0.41622,0.02143,0.03197,0.2609,0.83594,0.99929,1,0.995,0.93657,0.99929,1,0.995,0.9934,0.41808,0.02484,0.01766,0.21062,0.8303,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
170,10401.7,0.41971,0.02026,0.02917,0.26435,0.83675,0.99929,1,0.995,0.93231,0.99929,1,0.995,0.99446,0.41967,0.01412,0.00577,0.21351,0.83287,0.0228296,0.00760986,0.0228296,0.00760986,0.0228296,0.00760986,0.0228296,0.00760986
171,10462.9,0.41714,0.02387,0.028,0.26327,0.83433,0.99931,1,0.995,0.93144,0.99931,1,0.995,0.995,0.41126,0.01547,0.00711,0.20713,0.83068,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571
172,10524.2,0.42535,0.02438,0.02999,0.26526,0.83966,0.99857,1,0.995,0.93036,0.99857,1,0.995,0.99397,0.41314,0.02109,0.00465,0.20877,0.8328,0.0227447,0.00758157,0.0227447,0.00758157,0.0227447,0.00758157,0.0227447,0.00758157
173,10585.4,0.41684,0.02222,0.03042,0.26197,0.83095,0.99922,1,0.995,0.94015,0.99922,1,0.995,0.995,0.40884,0.01364,0.01907,0.20377,0.83063,0.0227023,0.00756743,0.0227023,0.00756743,0.0227023,0.00756743,0.0227023,0.00756743
174,10646.4,0.41343,0.02052,0.03058,0.25824,0.83138,0.9992,1,0.995,0.9383,0.9992,1,0.995,0.995,0.40492,0.0126,0.02154,0.20579,0.8313,0.0226599,0.00755329,0.0226599,0.00755329,0.0226599,0.00755329,0.0226599,0.00755329
175,10707.4,0.41442,0.01972,0.0314,0.25987,0.83567,0.99862,1,0.995,0.93081,0.99862,1,0.995,0.99444,0.4148,0.01667,0.0016,0.20086,0.83445,0.0226174,0.00753914,0.0226174,0.00753914,0.0226174,0.00753914,0.0226174,0.00753914
176,10768.3,0.41039,0.02217,0.03076,0.2592,0.83249,1,0.99625,0.995,0.9253,1,0.99625,0.995,0.99441,0.417,0.01555,0.00411,0.20556,0.8299,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
177,10829.4,0.4104,0.02267,0.0326,0.25774,0.83798,0.9992,1,0.995,0.93229,0.9992,1,0.995,0.995,0.42613,0.01608,0.00075,0.21268,0.83285,0.0225326,0.00751086,0.0225326,0.00751086,0.0225326,0.00751086,0.0225326,0.00751086
178,10890.3,0.40447,0.01946,0.02967,0.25179,0.83364,0.9992,1,0.995,0.92875,0.9992,1,0.995,0.995,0.41952,0.01466,0.04276,0.20447,0.83174,0.0224901,0.00749671,0.0224901,0.00749671,0.0224901,0.00749671,0.0224901,0.00749671
179,10951,0.41075,0.024,0.03074,0.25797,0.83134,0.99906,1,0.995,0.92682,0.99906,1,0.995,0.995,0.41633,0.01263,0.03587,0.20587,0.83196,0.0224477,0.00748257,0.0224477,0.00748257,0.0224477,0.00748257,0.0224477,0.00748257
180,11012,0.41614,0.01926,0.03114,0.26196,0.83881,0.99933,1,0.995,0.93742,0.99933,1,0.995,0.995,0.4142,0.01268,0.00748,0.20669,0.83341,0.0224053,0.00746843,0.0224053,0.00746843,0.0224053,0.00746843,0.0224053,0.00746843
181,11073.1,0.40949,0.02156,0.03006,0.2573,0.83528,0.99926,1,0.995,0.93065,0.99926,1,0.995,0.995,0.41777,0.01401,0.0308,0.20657,0.84178,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429
182,11134.2,0.4178,0.02352,0.03258,0.25811,0.83463,1,0.99911,0.995,0.93295,1,0.99911,0.995,0.995,0.42822,0.01227,0.01091,0.21264,0.83798,0.0223204,0.00744014,0.0223204,0.00744014,0.0223204,0.00744014,0.0223204,0.00744014
183,11194.9,0.40463,0.02155,0.02712,0.25406,0.82875,1,0.99963,0.995,0.92981,1,0.99963,0.995,0.995,0.42478,0.01238,0.02354,0.20892,0.83752,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
184,11256,0.40305,0.02093,0.0295,0.25463,0.82941,1,0.99963,0.995,0.93331,1,0.99963,0.995,0.995,0.42989,0.01317,0.02959,0.21147,0.84195,0.0222356,0.00741186,0.0222356,0.00741186,0.0222356,0.00741186,0.0222356,0.00741186
