epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.7841,1.51299,1.79971,1.2889,0.01213,0.80952,0.01181,0.00572,1.55532,80.3975,1.29637,0.000656716,0.000656716,0.000656716
2,33.185,1.52519,1.21198,1.34145,0.00071,0.14286,0.00041,0.00011,3.6112,inf,28.1405,0.00132076,0.00132076,0.00132076
3,47.3173,1.57279,1.31157,1.37614,0.75766,0.16667,0.16658,0.10912,0.88187,1.99171,0.69942,0.00198217,0.00198217,0.00198217
4,61.5408,1.53949,1.09458,1.36709,0.93906,0.78571,0.8443,0.45066,1.6434,7.25201,1.38145,0.00198812,0.00198812,0.00198812
5,75.7431,1.52459,1.00726,1.33219,0.9201,0.82265,0.89521,0.30782,1.98032,2.99261,1.67423,0.00198416,0.00198416,0.00198416
6,89.9456,1.43316,1.00051,1.2889,0.71,0.69966,0.69944,0.30033,1.9453,1.76037,1.53577,0.0019802,0.0019802,0.0019802
7,104.126,1.44728,0.97048,1.33741,0.35169,0.07143,0.0301,0.02077,nan,nan,nan,0.00197624,0.00197624,0.00197624
8,118.33,1.42798,0.94486,1.2885,0.94001,0.83333,0.94375,0.5357,1.47423,0.84434,1.13253,0.00197228,0.00197228,0.00197228
9,132.644,1.37661,0.85373,1.24826,0.93487,0.85714,0.94659,0.47789,1.69805,1.08555,1.27225,0.00196832,0.00196832,0.00196832
10,146.832,1.35658,0.91698,1.2523,1,0.66537,0.73074,0.34002,2.00425,1.4211,1.50363,0.00196436,0.00196436,0.00196436
11,161.029,1.39485,0.85119,1.26848,0.92966,0.95238,0.94932,0.50891,1.57409,0.79877,1.19494,0.0019604,0.0019604,0.0019604
12,175.262,1.36188,0.8447,1.26905,0.86028,0.92857,0.96855,0.51166,1.55465,0.78759,1.18215,0.00195644,0.00195644,0.00195644
13,189.431,1.34653,0.7937,1.25384,0.95046,0.91372,0.97312,0.54477,1.49971,0.72772,1.14305,0.00195248,0.00195248,0.00195248
14,203.685,1.33713,0.8048,1.25076,0.97523,0.93761,0.98699,0.59522,1.4448,0.85961,1.14508,0.00194852,0.00194852,0.00194852
15,217.94,1.34886,0.80566,1.24038,0.89273,0.97619,0.98528,0.52637,1.5965,0.73547,1.19218,0.00194456,0.00194456,0.00194456
16,232.141,1.32176,0.81928,1.21977,0.90792,0.93915,0.98534,0.55346,1.53964,0.76994,1.16055,0.0019406,0.0019406,0.0019406
17,246.352,1.31719,0.78203,1.24129,0.96608,0.97619,0.99207,0.63791,1.15799,0.76505,1.09093,0.00193664,0.00193664,0.00193664
18,260.734,1.33337,0.78733,1.24732,0.9874,0.92857,0.96166,0.59851,1.27558,0.69642,1.06617,0.00193268,0.00193268,0.00193268
19,274.922,1.28699,0.74106,1.20413,0.95425,0.99334,0.99196,0.48009,1.68808,0.87679,1.27112,0.00192872,0.00192872,0.00192872
20,289.126,1.24902,0.70009,1.19684,0.97842,0.95238,0.98891,0.54408,1.58749,0.76891,1.15871,0.00192476,0.00192476,0.00192476
21,303.32,1.28252,0.72711,1.21054,0.97507,0.93117,0.98875,0.5977,1.35824,0.76569,1.06961,0.0019208,0.0019208,0.0019208
22,317.593,1.24781,0.70559,1.18517,0.95047,0.97619,0.99132,0.58952,1.35064,0.69997,1.10044,0.00191684,0.00191684,0.00191684
23,331.839,1.27682,0.71548,1.20496,0.91876,0.95238,0.95352,0.45585,1.68455,0.77571,1.24387,0.00191288,0.00191288,0.00191288
24,346.026,1.24058,0.69489,1.19589,1,0.8893,0.98528,0.57948,1.43597,0.73531,1.106,0.00190892,0.00190892,0.00190892
25,360.261,1.21052,0.67979,1.16306,0.99122,0.95238,0.99157,0.60047,1.31781,0.66587,1.0716,0.00190496,0.00190496,0.00190496
26,374.43,1.20642,0.65888,1.15889,0.98734,0.95238,0.99233,0.543,1.58354,0.7538,1.19278,0.001901,0.001901,0.001901
27,388.625,1.21342,0.66064,1.16886,0.9927,0.92857,0.98167,0.51207,1.58447,0.70696,1.15868,0.00189704,0.00189704,0.00189704
28,402.832,1.24277,0.69004,1.1697,0.97483,0.92234,0.99121,0.57436,1.55964,0.75059,1.15596,0.00189308,0.00189308,0.00189308
29,417.033,1.33215,0.72385,1.2195,0.97222,0.97619,0.98762,0.51046,1.66042,0.70882,1.23877,0.00188912,0.00188912,0.00188912
30,431.244,1.23421,0.65196,1.16794,1,0.97198,0.99326,0.55414,1.60295,0.67376,1.16694,0.00188516,0.00188516,0.00188516
31,445.424,1.23117,0.67879,1.20515,0.90262,0.95238,0.96584,0.56413,1.44925,0.74835,1.11772,0.0018812,0.0018812,0.0018812
32,459.648,1.21984,0.65521,1.17395,0.94632,0.95238,0.95115,0.49491,1.70253,0.69457,1.20897,0.00187724,0.00187724,0.00187724
33,473.855,1.22984,0.67076,1.19564,0.94528,0.95238,0.96905,0.5524,1.52691,0.68895,1.13875,0.00187328,0.00187328,0.00187328
34,488.024,1.22933,0.67141,1.18362,0.88457,0.91238,0.96344,0.46374,1.82479,0.75599,1.25649,0.00186932,0.00186932,0.00186932
35,502.219,1.22479,0.67684,1.16389,0.98434,0.90476,0.98803,0.57446,1.45024,0.65114,1.09359,0.00186536,0.00186536,0.00186536
36,516.42,1.20494,0.66359,1.19867,0.97133,0.97619,0.97463,0.59085,1.4687,0.62779,1.11965,0.0018614,0.0018614,0.0018614
37,530.628,1.20411,0.6808,1.18274,0.99392,0.97619,0.9925,0.62342,1.31825,0.64607,1.06292,0.00185744,0.00185744,0.00185744
38,544.844,1.18176,0.6418,1.17325,0.95233,0.95125,0.96888,0.58066,1.44295,0.61933,1.1404,0.00185348,0.00185348,0.00185348
39,559.043,1.18905,0.61783,1.14779,0.96569,1,0.9857,0.59626,1.36666,0.60498,1.07671,0.00184952,0.00184952,0.00184952
40,573.245,1.21023,0.63449,1.16579,0.99466,0.95238,0.97551,0.55702,1.62075,0.65954,1.1759,0.00184556,0.00184556,0.00184556
41,587.431,1.18003,0.62572,1.15104,0.94601,0.95238,0.95543,0.4876,1.71768,0.72795,1.26915,0.0018416,0.0018416,0.0018416
42,601.624,1.22695,0.65528,1.18925,0.97632,0.9817,0.99453,0.61799,1.31194,0.59317,1.09534,0.00183764,0.00183764,0.00183764
43,615.816,1.20691,0.62765,1.18076,0.97951,0.92857,0.96939,0.5631,1.5014,0.77185,1.16851,0.00183368,0.00183368,0.00183368
44,630.032,1.17476,0.60482,1.16182,1,0.99449,0.995,0.63188,1.32388,0.56568,1.07665,0.00182972,0.00182972,0.00182972
