epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,6997.1,0.71551,0.42968,0.8996,0.99824,0.90909,0.91838,0.79072,0.84118,0.59872,0.95555,0.0007526,0.0007526,0.0007526
65,7103.87,0.7005,0.42079,0.89803,0.99659,0.90909,0.91769,0.8002,0.73882,0.57923,0.94326,0.0007328,0.0007328,0.0007328
66,7212.73,0.69321,0.42129,0.88847,0.99687,0.90909,0.92975,0.79767,0.7878,0.49899,0.91525,0.000713,0.000713,0.000713
67,7320.94,0.69998,0.41888,0.88869,1,0.90877,0.938,0.7991,0.79405,0.62349,0.96144,0.0006932,0.0006932,0.0006932
68,7430.18,0.67661,0.39514,0.86953,1,0.90676,0.93412,0.7936,0.76461,0.53386,0.95002,0.0006734,0.0006734,0.0006734
69,7538.72,0.70126,0.41673,0.89105,0.99773,0.90909,0.9325,0.7941,0.87596,0.61004,0.97422,0.0006536,0.0006536,0.0006536
70,7648.62,0.67498,0.40427,0.88271,0.99609,0.90909,0.9325,0.83592,0.77312,0.53644,0.91016,0.0006338,0.0006338,0.0006338
71,7757.55,0.69405,0.40107,0.88258,0.99461,0.90909,0.9275,0.79369,0.85094,0.62036,0.951,0.000614,0.000614,0.000614
72,7867.6,0.67848,0.40151,0.89052,0.9964,0.90909,0.95,0.78861,0.69978,0.48768,0.87387,0.0005942,0.0005942,0.0005942
73,7976.74,0.68645,0.39683,0.88565,0.99592,0.90909,0.93105,0.78911,0.83282,0.60783,0.9301,0.0005744,0.0005744,0.0005744
74,8085.28,0.66128,0.40392,0.88368,0.99609,0.90909,0.92857,0.80395,0.7537,0.50371,0.88393,0.0005546,0.0005546,0.0005546
75,8195.42,0.67984,0.40744,0.88282,0.995,0.90909,0.9325,0.81083,0.73533,0.49315,0.88049,0.0005348,0.0005348,0.0005348
76,8304.33,0.68349,0.39546,0.88618,0.99468,0.90909,0.971,0.81039,0.80626,0.50701,0.90684,0.000515,0.000515,0.000515
