epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
96,758.606,0.3711,0.0328,0.04792,0.27567,0.8081,0.97381,1,0.99207,0.89746,0.97381,1,0.99207,0.99207,0.49646,0.02146,0.00195,0.29131,0.85519,0.0031785,0.0010595,0.0031785,0.0010595,0.0031785,0.0010595,0.0031785,0.0010595
97,766.292,0.37948,0.02093,0.03064,0.26499,0.81017,0.97382,1,0.99256,0.90623,0.97382,1,0.99256,0.99256,0.49636,0.0208,0.0022,0.28611,0.8559,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
98,774.102,0.39187,0.02228,0.04201,0.27704,0.8243,0.97453,1,0.995,0.92089,0.97453,1,0.995,0.995,0.47214,0.02056,0.00245,0.27017,0.8548,0.0031191,0.0010397,0.0031191,0.0010397,0.0031191,0.0010397,0.0031191,0.0010397
99,782.096,0.38909,0.02067,0.04393,0.27081,0.81597,0.97397,1,0.99451,0.92725,0.97397,1,0.99451,0.99451,0.46938,0.01949,0.00298,0.28312,0.85022,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
100,790.031,0.39121,0.02359,0.02909,0.27205,0.82597,0.97496,1,0.995,0.91792,0.97496,1,0.995,0.995,0.47681,0.02262,0.00246,0.2858,0.85078,0.0030597,0.0010199,0.0030597,0.0010199,0.0030597,0.0010199,0.0030597,0.0010199
101,797.843,0.3871,0.0268,0.04048,0.27647,0.83133,0.97469,1,0.995,0.93442,0.97469,1,0.995,0.995,0.47134,0.02124,0.00219,0.27812,0.85138,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
102,805.87,0.38505,0.02136,0.04956,0.27871,0.83011,0.98446,1,0.995,0.91917,0.98446,1,0.995,0.995,0.45894,0.01937,0.002,0.27464,0.85517,0.0030003,0.0010001,0.0030003,0.0010001,0.0030003,0.0010001,0.0030003,0.0010001
103,813.498,0.38304,0.02744,0.03584,0.26577,0.8128,0.98873,1,0.995,0.92107,0.98873,1,0.995,0.995,0.46439,0.01775,0.00232,0.27466,0.85689,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902
104,820.84,0.3839,0.02142,0.03282,0.26839,0.80703,0.98819,1,0.995,0.90754,0.98819,1,0.995,0.995,0.47077,0.0177,0.0026,0.2847,0.85572,0.0029409,0.0009803,0.0029409,0.0009803,0.0029409,0.0009803,0.0029409,0.0009803
105,829.015,0.36166,0.02075,0.03242,0.25912,0.81765,0.99203,1,0.995,0.91417,0.99203,1,0.995,0.995,0.48655,0.01869,0.00229,0.28232,0.85644,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
106,836.596,0.36427,0.02487,0.03951,0.27011,0.82351,0.99007,1,0.995,0.91213,0.99007,1,0.995,0.995,0.47837,0.02021,0.00204,0.2769,0.85617,0.0028815,0.0009605,0.0028815,0.0009605,0.0028815,0.0009605,0.0028815,0.0009605
107,844.82,0.38472,0.02128,0.03094,0.26944,0.82014,0.99308,1,0.995,0.92103,0.99308,1,0.995,0.995,0.48286,0.02042,0.00173,0.29255,0.85787,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506
108,852.528,0.37868,0.02965,0.02906,0.27301,0.8128,0.99401,1,0.995,0.91764,0.99401,1,0.995,0.995,0.49044,0.02128,0.00175,0.2873,0.85512,0.0028221,0.0009407,0.0028221,0.0009407,0.0028221,0.0009407,0.0028221,0.0009407
109,860.356,0.38701,0.02151,0.03802,0.27496,0.82208,0.9938,1,0.995,0.91382,0.9938,1,0.995,0.995,0.47363,0.02146,0.00192,0.28281,0.85491,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308
110,868.509,0.36391,0.02216,0.04069,0.2586,0.80571,0.99495,1,0.995,0.92643,0.99495,1,0.995,0.995,0.46631,0.01987,0.00206,0.27639,0.85331,0.0027627,0.0009209,0.0027627,0.0009209,0.0027627,0.0009209,0.0027627,0.0009209
111,876.432,0.38904,0.02639,0.02712,0.26845,0.82631,0.99717,1,0.995,0.91398,0.99717,1,0.995,0.995,0.48208,0.01882,0.00236,0.28116,0.85296,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911
112,884.251,0.35515,0.0186,0.03942,0.25324,0.82433,0.99692,1,0.995,0.91534,0.99692,1,0.995,0.995,0.48288,0.01789,0.00213,0.2725,0.85237,0.0027033,0.0009011,0.0027033,0.0009011,0.0027033,0.0009011,0.0027033,0.0009011
113,892.466,0.36088,0.01929,0.03146,0.25769,0.81327,0.99748,1,0.995,0.91748,0.99748,1,0.995,0.995,0.48938,0.01846,0.00202,0.26237,0.85427,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
114,900.682,0.35015,0.02043,0.03322,0.25004,0.81149,0.99797,1,0.995,0.90701,0.99797,1,0.995,0.995,0.48849,0.01851,0.00211,0.26153,0.85877,0.0026439,0.0008813,0.0026439,0.0008813,0.0026439,0.0008813,0.0026439,0.0008813
115,908.526,0.35418,0.01743,0.01922,0.25967,0.81025,0.99802,1,0.995,0.91164,0.99802,1,0.995,0.995,0.48623,0.01974,0.00213,0.26356,0.85768,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714
116,916.221,0.38013,0.02047,0.03795,0.2639,0.8317,0.99728,1,0.995,0.92261,0.99728,1,0.995,0.995,0.47924,0.01942,0.00224,0.2532,0.85753,0.0025845,0.0008615,0.0025845,0.0008615,0.0025845,0.0008615,0.0025845,0.0008615
117,923.562,0.37536,0.0165,0.03811,0.25505,0.83445,0.99662,1,0.995,0.91577,0.99662,1,0.995,0.995,0.47181,0.01977,0.00229,0.26223,0.85317,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516
118,931.277,0.35152,0.02228,0.03736,0.25141,0.82816,0.99409,1,0.995,0.92137,0.99409,1,0.995,0.995,0.47778,0.02096,0.00163,0.25314,0.8559,0.0025251,0.0008417,0.0025251,0.0008417,0.0025251,0.0008417,0.0025251,0.0008417
119,939.487,0.36584,0.01846,0.0231,0.25278,0.80339,0.99264,1,0.995,0.90413,0.99264,1,0.995,0.995,0.48149,0.02142,0.00128,0.26559,0.8557,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
120,947.312,0.34475,0.02123,0.02817,0.24036,0.80645,0.99391,1,0.995,0.91575,0.99391,1,0.995,0.995,0.47727,0.02156,0.00126,0.25647,0.85757,0.0024657,0.0008219,0.0024657,0.0008219,0.0024657,0.0008219,0.0024657,0.0008219
121,954.998,0.34367,0.02065,0.0271,0.25336,0.81891,0.9943,1,0.995,0.91615,0.9943,1,0.995,0.995,0.47793,0.0216,0.00132,0.26421,0.86138,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
122,962.653,0.34867,0.01679,0.0422,0.25642,0.81439,0.99526,1,0.995,0.92417,0.99526,1,0.995,0.995,0.46735,0.02119,0.00145,0.25115,0.85841,0.0024063,0.0008021,0.0024063,0.0008021,0.0024063,0.0008021,0.0024063,0.0008021
123,970.125,0.33658,0.03457,0.03494,0.25468,0.81841,0.99723,1,0.995,0.92315,0.99723,1,0.995,0.995,0.47326,0.02031,0.00157,0.24523,0.85871,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
124,977.735,0.33556,0.02216,0.04021,0.24835,0.81677,0.99752,1,0.995,0.92082,0.99752,1,0.995,0.995,0.47523,0.01911,0.00207,0.25461,0.85677,0.0023469,0.0007823,0.0023469,0.0007823,0.0023469,0.0007823,0.0023469,0.0007823
125,985.325,0.35753,0.01931,0.0372,0.26051,0.82637,0.99756,1,0.995,0.92215,0.99756,1,0.995,0.995,0.47764,0.01818,0.00379,0.25367,0.85854,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
126,992.723,0.35865,0.02349,0.03366,0.26033,0.82997,0.99731,1,0.995,0.92633,0.99731,1,0.995,0.995,0.46497,0.0197,0.00628,0.26114,0.8569,0.0022875,0.0007625,0.0022875,0.0007625,0.0022875,0.0007625,0.0022875,0.0007625
127,1000.36,0.35355,0.02089,0.03761,0.25345,0.8156,0.99579,1,0.995,0.9197,0.99579,1,0.995,0.995,0.47385,0.01929,0.00691,0.24999,0.85456,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
128,1007.8,0.34509,0.02002,0.03634,0.25097,0.82894,0.99403,1,0.995,0.91294,0.99403,1,0.995,0.995,0.46648,0.02117,0.00449,0.25948,0.85514,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427
129,1016.18,0.35564,0.01811,0.0271,0.24803,0.81215,0.98665,1,0.995,0.92178,0.98665,1,0.995,0.995,0.45696,0.02079,0.00326,0.26188,0.85259,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
130,1023.84,0.3324,0.01686,0.03927,0.24226,0.81828,0.99268,1,0.995,0.93158,0.99268,1,0.995,0.995,0.45682,0.02019,0.0028,0.25311,0.85415,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229
131,1031.19,0.33342,0.01803,0.03423,0.24274,0.81522,0.99793,1,0.995,0.91563,0.99793,1,0.995,0.995,0.46582,0.01955,0.00257,0.24962,0.8547,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
132,1039.13,0.33011,0.01734,0.03115,0.24226,0.81323,1,0.99337,0.995,0.91788,1,0.99337,0.995,0.995,0.4651,0.01934,0.00218,0.25027,0.8547,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031
133,1047.07,0.34413,0.02296,0.02357,0.23744,0.82581,0.97411,1,0.99451,0.92254,0.97411,1,0.99451,0.99451,0.46503,0.01745,0.00186,0.25144,0.85448,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
134,1054.51,0.33703,0.01797,0.01924,0.24837,0.80478,0.97401,1,0.99451,0.93221,0.97401,1,0.99451,0.99451,0.46977,0.01705,0.00177,0.26047,0.85477,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833
135,1062.11,0.34473,0.0178,0.04007,0.24033,0.80978,1,0.99574,0.995,0.93222,1,0.99574,0.995,0.995,0.45539,0.0167,0.00169,0.26123,0.85434,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
136,1069.74,0.34105,0.02479,0.02463,0.2401,0.80754,0.99198,1,0.995,0.93003,0.99198,1,0.995,0.995,0.45508,0.01622,0.00162,0.24928,0.85494,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635
137,1077.05,0.33454,0.01881,0.02727,0.23965,0.81564,0.98913,1,0.995,0.9293,0.98913,1,0.995,0.995,0.45445,0.0166,0.00155,0.25321,0.85417,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
138,1085.21,0.34571,0.01934,0.02826,0.24751,0.83058,0.9927,1,0.995,0.92763,0.9927,1,0.995,0.995,0.46152,0.0178,0.00175,0.25868,0.85308,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437
139,1092.66,0.32196,0.02029,0.03033,0.23456,0.808,0.99244,1,0.995,0.93408,0.99244,1,0.995,0.995,0.45304,0.01793,0.00176,0.2549,0.85433,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
140,1100.25,0.32202,0.01896,0.01876,0.23264,0.80749,0.99553,1,0.995,0.93514,0.99553,1,0.995,0.995,0.46205,0.01748,0.00175,0.24732,0.8544,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239
141,1108.17,0.32267,0.01809,0.03101,0.22612,0.8014,0.99722,1,0.995,0.92791,0.99722,1,0.995,0.995,0.4653,0.01926,0.00186,0.2613,0.85516,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
142,1115.58,0.31155,0.01378,0.0223,0.23193,0.80225,0.99725,1,0.995,0.92444,0.99725,1,0.995,0.995,0.46971,0.02001,0.00169,0.2615,0.85597,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041
143,1123.19,0.33269,0.01733,0.01873,0.2364,0.80986,0.99775,1,0.995,0.93796,0.99775,1,0.995,0.995,0.46401,0.02047,0.00157,0.24941,0.85469,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
144,1131.13,0.33222,0.01952,0.03665,0.23748,0.8135,0.99786,1,0.995,0.93092,0.99786,1,0.995,0.99213,0.47052,0.02017,0.00155,0.25876,0.8564,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843
145,1138.47,0.33143,0.0205,0.03139,0.23126,0.81428,0.99782,1,0.995,0.93253,0.99782,1,0.995,0.995,0.46546,0.02093,0.00142,0.25008,0.85618,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
146,1146.09,0.33071,0.01953,0.03804,0.23541,0.8149,0.99817,1,0.995,0.94215,0.99817,1,0.995,0.995,0.47395,0.02016,0.0013,0.24563,0.85714,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645
147,1154.13,0.3192,0.02374,0.02712,0.23807,0.79728,0.99835,1,0.995,0.93586,0.99835,1,0.995,0.995,0.46863,0.01912,0.00122,0.2437,0.85736,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
148,1161.93,0.30755,0.01692,0.02471,0.23111,0.79689,0.99845,1,0.995,0.93193,0.99845,1,0.995,0.995,0.47402,0.01887,0.00131,0.24963,0.85772,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447
149,1169.99,0.30747,0.01566,0.03157,0.22346,0.80707,0.99846,1,0.995,0.9306,0.99846,1,0.995,0.995,0.47234,0.01791,0.00148,0.25027,0.85615,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
150,1177.79,0.33246,0.01934,0.02384,0.23076,0.8242,0.99843,1,0.995,0.93385,0.99843,1,0.995,0.995,0.46836,0.01861,0.00156,0.24476,0.85516,0.0015747,0.0005249,0.0015747,0.0005249,0.0015747,0.0005249,0.0015747,0.0005249
151,1185.51,0.32664,0.01804,0.02923,0.23095,0.82613,0.99845,1,0.995,0.9243,0.99845,1,0.995,0.995,0.4659,0.01792,0.00167,0.24827,0.85512,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
152,1193.1,0.32235,0.02292,0.02777,0.23008,0.81539,0.99843,1,0.995,0.92039,0.99843,1,0.995,0.995,0.45976,0.01819,0.00177,0.23572,0.85378,0.0015153,0.0005051,0.0015153,0.0005051,0.0015153,0.0005051,0.0015153,0.0005051
153,1200.93,0.31443,0.02095,0.03359,0.22786,0.80736,0.99845,1,0.995,0.925,0.99845,1,0.995,0.995,0.46102,0.01885,0.00181,0.2348,0.8539,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
154,1209.18,0.32354,0.01648,0.03938,0.23008,0.80926,0.99851,1,0.995,0.92981,0.99851,1,0.995,0.995,0.46333,0.01965,0.00208,0.25243,0.85424,0.0014559,0.0004853,0.0014559,0.0004853,0.0014559,0.0004853,0.0014559,0.0004853
155,1217.17,0.31016,0.01253,0.02699,0.22921,0.8071,0.99853,1,0.995,0.92513,0.99853,1,0.995,0.995,0.47133,0.02123,0.00213,0.24708,0.85304,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
156,1224.62,0.32079,0.01909,0.03147,0.22922,0.81045,0.99847,1,0.995,0.92813,0.99847,1,0.995,0.995,0.46623,0.02173,0.00198,0.25281,0.85269,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655
157,1232.21,0.32217,0.01879,0.03351,0.23256,0.81041,0.99839,1,0.995,0.92268,0.99839,1,0.995,0.995,0.4558,0.02107,0.00193,0.24136,0.8523,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
158,1239.84,0.32878,0.01802,0.02584,0.24004,0.81644,0.99829,1,0.995,0.92693,0.99829,1,0.995,0.99234,0.45907,0.02044,0.0017,0.24651,0.85479,0.0013371,0.0004457,0.0013371,0.0004457,0.0013371,0.0004457,0.0013371,0.0004457
159,1247.66,0.32119,0.01762,0.02073,0.22505,0.81394,0.99826,1,0.995,0.91182,0.99826,1,0.995,0.99209,0.46412,0.01932,0.00164,0.24612,0.85562,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
160,1255.84,0.31698,0.01739,0.02211,0.22732,0.81327,0.99814,1,0.995,0.92844,0.99814,1,0.995,0.995,0.46443,0.01843,0.00153,0.2415,0.85717,0.0012777,0.0004259,0.0012777,0.0004259,0.0012777,0.0004259,0.0012777,0.0004259
161,1263.28,0.32646,0.02132,0.03426,0.22934,0.82037,0.99787,1,0.995,0.92405,0.99787,1,0.995,0.995,0.47354,0.01788,0.00143,0.24074,0.85728,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
162,1270.87,0.28837,0.01466,0.03329,0.21526,0.80179,0.99754,1,0.995,0.92681,0.99754,1,0.995,0.995,0.47147,0.01795,0.00128,0.24579,0.85763,0.0012183,0.0004061,0.0012183,0.0004061,0.0012183,0.0004061,0.0012183,0.0004061
163,1279.03,0.31275,0.01419,0.02683,0.22153,0.7997,0.99721,1,0.995,0.93052,0.99721,1,0.995,0.995,0.46988,0.01872,0.00122,0.24482,0.85769,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
164,1286.88,0.30528,0.01536,0.02082,0.21511,0.80152,0.99735,1,0.995,0.92728,0.99735,1,0.995,0.995,0.47341,0.01925,0.00126,0.2475,0.85699,0.0011589,0.0003863,0.0011589,0.0003863,0.0011589,0.0003863,0.0011589,0.0003863
165,1294.61,0.30553,0.01499,0.02595,0.21995,0.81585,0.99754,1,0.995,0.93167,0.99754,1,0.995,0.995,0.47253,0.01982,0.00135,0.24473,0.85736,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
166,1302.23,0.30114,0.01569,0.03434,0.22419,0.7944,0.99753,1,0.995,0.9199,0.99753,1,0.995,0.995,0.46625,0.02004,0.00138,0.24594,0.85635,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665
167,1309.63,0.30148,0.01487,0.02296,0.21793,0.80341,0.99787,1,0.995,0.92265,0.99787,1,0.995,0.995,0.4612,0.02002,0.00147,0.24782,0.85662,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
168,1317.26,0.30124,0.01315,0.02601,0.22608,0.81594,0.99812,1,0.995,0.91823,0.99812,1,0.995,0.995,0.45348,0.01884,0.00157,0.24723,0.85681,0.0010401,0.0003467,0.0010401,0.0003467,0.0010401,0.0003467,0.0010401,0.0003467
169,1324.89,0.28663,0.01473,0.02641,0.21392,0.80596,0.99839,1,0.995,0.90388,0.99839,1,0.995,0.995,0.45527,0.01832,0.0016,0.24018,0.85616,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
170,1332.24,0.2979,0.01258,0.02044,0.21747,0.80914,0.9985,1,0.995,0.91464,0.9985,1,0.995,0.995,0.45302,0.01846,0.00161,0.23731,0.85632,0.0009807,0.0003269,0.0009807,0.0003269,0.0009807,0.0003269,0.0009807,0.0003269
171,1340.4,0.31609,0.01466,0.03047,0.22632,0.8149,0.99856,1,0.995,0.91966,0.99856,1,0.995,0.995,0.451,0.0181,0.00148,0.22908,0.85658,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
172,1348.31,0.27187,0.0135,0.0171,0.20332,0.81348,0.99853,1,0.995,0.91252,0.99853,1,0.995,0.995,0.46042,0.01729,0.00143,0.23484,0.85655,0.0009213,0.0003071,0.0009213,0.0003071,0.0009213,0.0003071,0.0009213,0.0003071
173,1356.46,0.2884,0.01562,0.0244,0.21316,0.79891,0.99847,1,0.995,0.92263,0.99847,1,0.995,0.995,0.45577,0.01652,0.00133,0.23341,0.85576,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
174,1364.04,0.28312,0.01341,0.02486,0.2053,0.79425,0.99833,1,0.995,0.92207,0.99833,1,0.995,0.995,0.46016,0.01682,0.00125,0.23983,0.85451,0.0008619,0.0002873,0.0008619,0.0002873,0.0008619,0.0002873,0.0008619,0.0002873
175,1371.86,0.30082,0.01644,0.02964,0.21579,0.81021,0.99822,1,0.995,0.92738,0.99822,1,0.995,0.995,0.45827,0.01609,0.00117,0.23722,0.85379,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
176,1379.58,0.28326,0.01539,0.02214,0.21303,0.80305,0.99821,1,0.995,0.93573,0.99821,1,0.995,0.995,0.45868,0.01552,0.00111,0.23913,0.85343,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675
177,1388.07,0.30381,0.03048,0.02899,0.21652,0.82215,0.99799,1,0.995,0.93915,0.99799,1,0.995,0.995,0.4633,0.01519,0.001,0.24669,0.8555,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
178,1396.11,0.29316,0.01439,0.02256,0.21768,0.81264,0.998,1,0.995,0.93221,0.998,1,0.995,0.995,0.4609,0.01514,0.00105,0.24714,0.8544,0.0007431,0.0002477,0.0007431,0.0002477,0.0007431,0.0002477,0.0007431,0.0002477
179,1404.32,0.28527,0.01551,0.02676,0.20807,0.80657,0.99818,1,0.995,0.92868,0.99818,1,0.995,0.995,0.46616,0.01511,0.00107,0.23983,0.85373,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378
180,1412.16,0.26311,0.01252,0.02619,0.19855,0.8067,0.99803,1,0.995,0.92557,0.99803,1,0.995,0.995,0.46034,0.01487,0.00096,0.241,0.85406,0.0006837,0.0002279,0.0006837,0.0002279,0.0006837,0.0002279,0.0006837,0.0002279
181,1419.53,0.28002,0.01218,0.01674,0.20415,0.80457,0.9977,1,0.995,0.92944,0.9977,1,0.995,0.995,0.46163,0.0148,0.00098,0.24856,0.85542,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
182,1427.19,0.27524,0.01267,0.02188,0.20247,0.80299,0.99785,1,0.995,0.92682,0.99785,1,0.995,0.995,0.46028,0.01533,0.00095,0.24726,0.85578,0.0006243,0.0002081,0.0006243,0.0002081,0.0006243,0.0002081,0.0006243,0.0002081
183,1434.61,0.29235,0.01823,0.0251,0.21407,0.80212,0.99784,1,0.995,0.91624,0.99784,1,0.995,0.995,0.45864,0.01517,0.00094,0.24947,0.85465,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982
184,1442.47,0.26873,0.013,0.01865,0.20121,0.79513,0.99802,1,0.995,0.91893,0.99802,1,0.995,0.995,0.46033,0.01519,0.00094,0.24538,0.85513,0.0005649,0.0001883,0.0005649,0.0001883,0.0005649,0.0001883,0.0005649,0.0001883
185,1450.73,0.27127,0.01431,0.02177,0.19649,0.8013,0.9981,1,0.995,0.92897,0.9981,1,0.995,0.995,0.45811,0.01539,0.00092,0.2428,0.85498,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784
186,1458.58,0.29582,0.01528,0.03615,0.21255,0.80717,0.9981,1,0.995,0.93706,0.9981,1,0.995,0.995,0.45659,0.01536,0.00089,0.24088,0.85456,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685
187,1466.74,0.28153,0.01134,0.01566,0.2031,0.81337,0.9982,1,0.995,0.92356,0.9982,1,0.995,0.995,0.45368,0.01587,0.00092,0.23894,0.85401,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586
188,1474.47,0.28734,0.0186,0.02462,0.20705,0.80278,0.99826,1,0.995,0.9249,0.99826,1,0.995,0.995,0.45522,0.01722,0.00106,0.23178,0.85401,0.0004461,0.0001487,0.0004461,0.0001487,0.0004461,0.0001487,0.0004461,0.0001487
189,1481.82,0.27819,0.01757,0.02646,0.20338,0.80948,0.99834,1,0.995,0.92441,0.99834,1,0.995,0.995,0.45669,0.01738,0.00105,0.23462,0.85427,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388
190,1489.47,0.27131,0.01394,0.03692,0.20191,0.79906,0.9984,1,0.995,0.91885,0.9984,1,0.995,0.995,0.45465,0.01702,0.00104,0.23283,0.85459,0.0003867,0.0001289,0.0003867,0.0001289,0.0003867,0.0001289,0.0003867,0.0001289
191,1497.84,0.24298,0.01052,0.00782,0.17713,0.78998,0.9977,1,0.995,0.92567,0.9977,1,0.995,0.995,0.44796,0.01767,0.00084,0.22922,0.85481,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119
192,1505.22,0.24389,0.00904,0.00391,0.17896,0.7787,0.99701,1,0.995,0.92534,0.99701,1,0.995,0.995,0.44156,0.01845,0.00072,0.22578,0.85423,0.0003273,0.0001091,0.0003273,0.0001091,0.0003273,0.0001091,0.0003273,0.0001091
193,1513.45,0.2379,0.00795,0.00311,0.17709,0.76728,0.99692,1,0.995,0.92899,0.99692,1,0.995,0.995,0.43643,0.01896,0.00072,0.21832,0.85358,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05
194,1521.33,0.23505,0.00887,0.01322,0.17571,0.77581,0.9969,1,0.995,0.92796,0.9969,1,0.995,0.995,0.44014,0.0194,0.00071,0.22482,0.85368,0.0002679,8.93e-05,0.0002679,8.93e-05,0.0002679,8.93e-05,0.0002679,8.93e-05
195,1529.17,0.22868,0.00981,0.00228,0.17125,0.77915,0.99703,1,0.995,0.93037,0.99703,1,0.995,0.995,0.44624,0.01927,0.00074,0.22045,0.85358,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05
196,1536.82,0.22908,0.0085,0.00709,0.16732,0.78611,0.99699,1,0.995,0.92225,0.99699,1,0.995,0.995,0.4443,0.01899,0.00076,0.22091,0.85379,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05
