epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
56,3059.11,0.57815,0.0411,0.05664,0.35471,0.87779,0.99767,0.98551,0.99458,0.88946,0.99767,0.98551,0.99458,0.99353,0.53707,0.03874,0.008,0.3075,0.85171,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
57,3113.28,0.57128,0.04583,0.05027,0.34791,0.87533,0.99675,0.98551,0.99472,0.89714,0.99675,0.98551,0.99472,0.99416,0.54528,0.02495,0.00892,0.32256,0.85727,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456
58,3166.68,0.58082,0.04301,0.05416,0.35805,0.87698,1,0.99962,0.995,0.90431,1,0.99962,0.995,0.9945,0.52375,0.02657,0.01307,0.29915,0.84656,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357
59,3220.08,0.58576,0.03858,0.05638,0.35816,0.87759,0.9852,1,0.99486,0.9037,0.9852,1,0.99486,0.99486,0.52121,0.03348,0.00481,0.31621,0.84786,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258
60,3273.82,0.57112,0.04615,0.0593,0.35491,0.87144,0.98414,1,0.99486,0.9082,0.98414,1,0.99486,0.99303,0.49595,0.04284,0.02939,0.30208,0.84169,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159
61,3327.73,0.55989,0.04216,0.05072,0.34537,0.86496,1,0.99888,0.995,0.90146,1,0.99888,0.995,0.99492,0.52457,0.03905,0.00956,0.30977,0.86135,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
62,3381.58,0.58357,0.04392,0.05833,0.35499,0.87875,0.99968,1,0.995,0.90698,0.99968,1,0.995,0.99388,0.51451,0.0325,0.02432,0.29061,0.84831,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961
63,3434.72,0.55853,0.0432,0.0562,0.34535,0.86549,1,0.98516,0.99472,0.91014,1,0.98516,0.99472,0.99472,0.51165,0.03085,0.00505,0.31109,0.85432,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862
64,3488.99,0.58088,0.04326,0.05757,0.35718,0.87696,0.99933,0.98551,0.99486,0.9051,0.99933,0.98551,0.99486,0.993,0.4921,0.03647,0.01653,0.30134,0.84441,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763
65,3542.45,0.55505,0.03989,0.05026,0.34221,0.86734,0.99931,1,0.995,0.89989,0.99931,1,0.995,0.995,0.5169,0.02202,0.02444,0.28804,0.84872,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664
66,3596.47,0.54916,0.04023,0.04504,0.3413,0.86669,0.98359,1,0.99486,0.90806,0.98359,1,0.99486,0.99486,0.52557,0.03639,0.01074,0.30641,0.85346,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
