epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
19,371.567,0.54689,0.05739,0.07061,0.37258,0.8484,1,0.99985,0.995,0.91267,1,0.99985,0.995,0.995,0.47482,0.02803,0.00921,0.30247,0.85877,0.00578616,0.00192872,0.00578616,0.00192872,0.00578616,0.00192872,0.00578616,0.00192872
20,390.904,0.54426,0.04722,0.0757,0.36223,0.85453,1,0.99935,0.995,0.90431,1,0.99935,0.995,0.995,0.46784,0.03144,0.01098,0.29394,0.86817,0.00577428,0.00192476,0.00577428,0.00192476,0.00577428,0.00192476,0.00577428,0.00192476
21,409.632,0.55485,0.04421,0.0636,0.37022,0.86107,1,0.99842,0.995,0.91873,1,0.99842,0.995,0.995,0.47383,0.0205,0.00789,0.30055,0.85179,0.0057624,0.0019208,0.0057624,0.0019208,0.0057624,0.0019208,0.0057624,0.0019208
22,428.946,0.53303,0.04426,0.05961,0.35828,0.85371,1,0.99848,0.995,0.9081,1,0.99848,0.995,0.995,0.4956,0.02218,0.00876,0.29972,0.86093,0.00575052,0.00191684,0.00575052,0.00191684,0.00575052,0.00191684,0.00575052,0.00191684
23,447.815,0.52844,0.0495,0.06691,0.34863,0.84685,1,0.99993,0.995,0.88462,1,0.99993,0.995,0.995,0.51495,0.02229,0.00828,0.29911,0.86068,0.00573864,0.00191288,0.00573864,0.00191288,0.00573864,0.00191288,0.00573864,0.00191288
24,466.144,0.52492,0.04537,0.06471,0.35011,0.84923,0.99842,1,0.995,0.90804,0.99842,1,0.995,0.995,0.4862,0.02128,0.00806,0.30777,0.85777,0.00572676,0.00190892,0.00572676,0.00190892,0.00572676,0.00190892,0.00572676,0.00190892
25,484.705,0.5281,0.0375,0.05617,0.35145,0.85848,0.999,1,0.995,0.91203,0.999,1,0.995,0.995,0.46446,0.01874,0.00633,0.29369,0.85396,0.00571488,0.00190496,0.00571488,0.00190496,0.00571488,0.00190496,0.00571488,0.00190496
26,503.833,0.53558,0.04214,0.05187,0.34629,0.8623,1,0.99976,0.995,0.89343,1,0.99976,0.995,0.995,0.48751,0.02068,0.00561,0.3177,0.86176,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
27,522.627,0.5273,0.03748,0.05477,0.34809,0.84528,1,0.99845,0.995,0.91268,1,0.99845,0.995,0.995,0.49592,0.01706,0.0079,0.33143,0.84785,0.00569112,0.00189704,0.00569112,0.00189704,0.00569112,0.00189704,0.00569112,0.00189704
28,541.07,0.53417,0.04891,0.05684,0.35348,0.8511,1,0.99875,0.995,0.89249,1,0.99875,0.995,0.995,0.5099,0.01886,0.01825,0.31951,0.86746,0.00567924,0.00189308,0.00567924,0.00189308,0.00567924,0.00189308,0.00567924,0.00189308
29,559.603,0.5195,0.03608,0.05299,0.34127,0.83749,1,0.99824,0.995,0.90373,1,0.99824,0.995,0.995,0.5264,0.01994,0.00817,0.32371,0.86709,0.00566736,0.00188912,0.00566736,0.00188912,0.00566736,0.00188912,0.00566736,0.00188912
30,578.396,0.54571,0.03945,0.0527,0.34916,0.86921,0.99833,0.975,0.99451,0.90035,0.99833,0.975,0.99451,0.99451,0.48884,0.01647,0.00694,0.30166,0.86033,0.00565548,0.00188516,0.00565548,0.00188516,0.00565548,0.00188516,0.00565548,0.00188516
31,596.964,0.52129,0.03425,0.04129,0.34808,0.85851,0.99749,0.975,0.99318,0.89454,0.99749,0.975,0.9936,0.9936,0.50222,0.01909,0.00588,0.30002,0.85157,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
32,615.66,0.51754,0.03292,0.04743,0.33574,0.85063,0.97555,0.99741,0.99451,0.9094,0.97555,0.99741,0.99451,0.99451,0.48839,0.02252,0.00752,0.29954,0.84796,0.00563172,0.00187724,0.00563172,0.00187724,0.00563172,0.00187724,0.00563172,0.00187724
33,633.86,0.50643,0.03426,0.05297,0.33816,0.84236,0.99762,0.975,0.99451,0.91886,0.99762,0.975,0.99451,0.99451,0.46726,0.02421,0.0077,0.29354,0.84679,0.00561984,0.00187328,0.00561984,0.00187328,0.00561984,0.00187328,0.00561984,0.00187328
34,652.26,0.51747,0.03672,0.04945,0.33663,0.84274,0.99888,1,0.995,0.91133,0.99888,1,0.995,0.995,0.47329,0.01945,0.0074,0.30482,0.85516,0.00560796,0.00186932,0.00560796,0.00186932,0.00560796,0.00186932,0.00560796,0.00186932
35,670.836,0.52143,0.03293,0.05021,0.33886,0.84788,0.99881,1,0.995,0.91334,0.99881,1,0.995,0.995,0.46774,0.01793,0.00639,0.29226,0.85036,0.00559608,0.00186536,0.00559608,0.00186536,0.00559608,0.00186536,0.00559608,0.00186536
36,689.178,0.48614,0.03051,0.0471,0.32326,0.84202,0.99888,1,0.995,0.90136,0.99888,1,0.995,0.995,0.47123,0.02068,0.0064,0.29463,0.86346,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
37,708.046,0.4929,0.02916,0.04272,0.33382,0.84383,1,0.99985,0.995,0.89958,1,0.99985,0.995,0.995,0.49311,0.0203,0.00911,0.30022,0.86745,0.00557232,0.00185744,0.00557232,0.00185744,0.00557232,0.00185744,0.00557232,0.00185744
38,726.618,0.49688,0.02954,0.03812,0.32853,0.84082,0.99787,0.975,0.99405,0.9013,0.99787,0.975,0.99451,0.99451,0.49557,0.01983,0.03278,0.29853,0.86743,0.00556044,0.00185348,0.00556044,0.00185348,0.00556044,0.00185348,0.00556044,0.00185348
39,745.28,0.50184,0.03313,0.04345,0.32696,0.85634,0.98697,0.975,0.99278,0.88538,0.98697,0.975,0.99318,0.99318,0.51566,0.02259,0.00785,0.33578,0.85939,0.00554856,0.00184952,0.00554856,0.00184952,0.00554856,0.00184952,0.00554856,0.00184952
40,763.654,0.50512,0.02688,0.03436,0.33349,0.84621,0.99606,0.975,0.9936,0.90775,0.99606,0.975,0.99405,0.99405,0.48598,0.01833,0.00379,0.30481,0.85293,0.00553668,0.00184556,0.00553668,0.00184556,0.00553668,0.00184556,0.00553668,0.00184556
41,782.714,0.49218,0.02872,0.04082,0.32542,0.84346,0.97557,0.99825,0.99329,0.90662,0.97557,0.99825,0.99329,0.99329,0.45758,0.02531,0.05044,0.29687,0.84664,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
42,801.109,0.49917,0.02746,0.0395,0.32225,0.83874,0.973,1,0.98963,0.9014,0.973,1,0.98963,0.98963,0.4602,0.01676,0.01254,0.29293,0.85574,0.00551292,0.00183764,0.00551292,0.00183764,0.00551292,0.00183764,0.00551292,0.00183764
43,819.608,0.48606,0.02955,0.04339,0.32073,0.84091,0.99711,1,0.995,0.90258,0.99711,1,0.995,0.995,0.49409,0.01643,0.02484,0.30127,0.86354,0.00550104,0.00183368,0.00550104,0.00183368,0.00550104,0.00183368,0.00550104,0.00183368
44,838.359,0.49894,0.02788,0.04951,0.32246,0.85673,0.9987,1,0.995,0.90831,0.9987,1,0.995,0.995,0.47761,0.01589,0.0121,0.29008,0.85065,0.00548916,0.00182972,0.00548916,0.00182972,0.00548916,0.00182972,0.00548916,0.00182972
45,857.013,0.48463,0.02762,0.04321,0.31586,0.84333,0.99897,1,0.995,0.90053,0.99897,1,0.995,0.995,0.46734,0.01377,0.0033,0.27171,0.86077,0.00547728,0.00182576,0.00547728,0.00182576,0.00547728,0.00182576,0.00547728,0.00182576
46,875.477,0.49003,0.02885,0.04589,0.3312,0.85432,0.99924,1,0.995,0.89733,0.99924,1,0.995,0.995,0.47499,0.01362,0.00417,0.28689,0.85875,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
47,894.056,0.49149,0.03072,0.03598,0.33106,0.85252,0.99792,1,0.995,0.91777,0.99792,1,0.995,0.995,0.45006,0.01379,0.00345,0.27374,0.85571,0.00545352,0.00181784,0.00545352,0.00181784,0.00545352,0.00181784,0.00545352,0.00181784
48,913.236,0.4814,0.02794,0.04037,0.31514,0.83636,0.99838,1,0.995,0.90387,0.99838,1,0.995,0.995,0.46106,0.01393,0.005,0.27568,0.85762,0.00544164,0.00181388,0.00544164,0.00181388,0.00544164,0.00181388,0.00544164,0.00181388
49,932.126,0.47769,0.02878,0.03421,0.31845,0.83904,0.99703,1,0.995,0.88639,0.99703,1,0.995,0.995,0.48699,0.0145,0.00268,0.29012,0.86127,0.00542976,0.00180992,0.00542976,0.00180992,0.00542976,0.00180992,0.00542976,0.00180992
50,950.543,0.48321,0.02528,0.03883,0.31721,0.84799,0.9983,1,0.995,0.91894,0.9983,1,0.995,0.995,0.45835,0.0172,0.00196,0.27064,0.86031,0.00541788,0.00180596,0.00541788,0.00180596,0.00541788,0.00180596,0.00541788,0.00180596
51,969.527,0.4882,0.03227,0.03665,0.31873,0.84491,0.99724,1,0.995,0.90795,0.99724,1,0.995,0.995,0.49026,0.02088,0.00164,0.28708,0.87081,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
52,988.235,0.46694,0.02681,0.03886,0.31075,0.84253,0.99802,1,0.995,0.915,0.99802,1,0.995,0.995,0.46911,0.0154,0.0025,0.29117,0.86518,0.00539412,0.00179804,0.00539412,0.00179804,0.00539412,0.00179804,0.00539412,0.00179804
53,1006.58,0.46399,0.02834,0.0389,0.31132,0.83951,0.9979,1,0.995,0.90686,0.9979,1,0.995,0.995,0.50004,0.01605,0.0024,0.2728,0.85562,0.00538224,0.00179408,0.00538224,0.00179408,0.00538224,0.00179408,0.00538224,0.00179408
54,1025.76,0.45983,0.02855,0.0294,0.30405,0.84423,0.99798,1,0.995,0.91462,0.99798,1,0.995,0.995,0.45588,0.01776,0.01005,0.26386,0.84809,0.00537036,0.00179012,0.00537036,0.00179012,0.00537036,0.00179012,0.00537036,0.00179012
55,1044.2,0.46523,0.0253,0.03626,0.30476,0.8397,0.97423,1,0.99451,0.90892,0.99704,1,0.995,0.995,0.44253,0.01404,0.0036,0.27507,0.83419,0.00535848,0.00178616,0.00535848,0.00178616,0.00535848,0.00178616,0.00535848,0.00178616
56,1063.24,0.46839,0.02456,0.02925,0.31049,0.82682,0.97526,1,0.99451,0.91438,0.99771,1,0.995,0.995,0.46154,0.01223,0.00274,0.30477,0.83632,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
57,1081.92,0.4785,0.03106,0.04452,0.30883,0.84484,0.99563,1,0.995,0.92382,0.99563,1,0.995,0.995,0.4564,0.0164,0.00257,0.28325,0.84334,0.00533472,0.00177824,0.00533472,0.00177824,0.00533472,0.00177824,0.00533472,0.00177824
58,1100.7,0.46656,0.02944,0.03222,0.30885,0.83008,0.9971,1,0.995,0.91614,0.9971,1,0.995,0.995,0.47511,0.01677,0.00194,0.29258,0.84806,0.00532284,0.00177428,0.00532284,0.00177428,0.00532284,0.00177428,0.00532284,0.00177428
59,1119.08,0.46616,0.02251,0.03579,0.31916,0.83601,0.99924,1,0.995,0.91631,0.99924,1,0.995,0.99443,0.44817,0.01786,0.00205,0.27237,0.84293,0.00531096,0.00177032,0.00531096,0.00177032,0.00531096,0.00177032,0.00531096,0.00177032
60,1137.52,0.47995,0.02513,0.0382,0.31533,0.84677,0.97342,1,0.99451,0.91664,0.97342,1,0.99451,0.99451,0.45797,0.01677,0.00273,0.27357,0.84923,0.00529908,0.00176636,0.00529908,0.00176636,0.00529908,0.00176636,0.00529908,0.00176636
61,1156.07,0.45902,0.02568,0.03887,0.30857,0.83354,0.97417,1,0.99451,0.90012,0.97417,1,0.99451,0.99451,0.48668,0.0142,0.00195,0.29138,0.85991,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
62,1174.77,0.47143,0.0221,0.0389,0.31111,0.8451,0.99084,1,0.995,0.9165,0.99084,1,0.995,0.995,0.4775,0.01578,0.00198,0.27592,0.84971,0.00527532,0.00175844,0.00527532,0.00175844,0.00527532,0.00175844,0.00527532,0.00175844
63,1193.62,0.4701,0.02645,0.03916,0.31157,0.83788,0.99796,1,0.995,0.91758,0.99796,1,0.995,0.995,0.45018,0.01841,0.00161,0.26534,0.83978,0.00526344,0.00175448,0.00526344,0.00175448,0.00526344,0.00175448,0.00526344,0.00175448
64,1212.02,0.45186,0.02297,0.02675,0.3057,0.82957,0.99776,1,0.995,0.91298,0.99776,1,0.995,0.995,0.44087,0.01727,0.00312,0.27813,0.84358,0.00525156,0.00175052,0.00525156,0.00175052,0.00525156,0.00175052,0.00525156,0.00175052
65,1230.41,0.44919,0.02262,0.02857,0.29874,0.831,0.99714,1,0.995,0.90332,0.99714,1,0.995,0.995,0.46331,0.01668,0.00144,0.2782,0.851,0.00523968,0.00174656,0.00523968,0.00174656,0.00523968,0.00174656,0.00523968,0.00174656
66,1249.52,0.461,0.02508,0.03634,0.30038,0.83912,0.99777,1,0.995,0.90633,0.99777,1,0.995,0.995,0.46635,0.01423,0.00405,0.28537,0.85272,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
67,1268.01,0.455,0.02299,0.03432,0.30607,0.82716,0.99746,1,0.995,0.9109,0.99746,1,0.995,0.995,0.46854,0.01632,0.0019,0.27371,0.8468,0.00521592,0.00173864,0.00521592,0.00173864,0.00521592,0.00173864,0.00521592,0.00173864
68,1286.6,0.45106,0.02226,0.03382,0.30265,0.83696,0.9969,1,0.995,0.91705,0.9969,1,0.995,0.995,0.45875,0.0163,0.00176,0.27142,0.84666,0.00520404,0.00173468,0.00520404,0.00173468,0.00520404,0.00173468,0.00520404,0.00173468
69,1304.95,0.44699,0.02291,0.02895,0.30142,0.82768,0.99648,1,0.995,0.92571,0.99648,1,0.995,0.995,0.44572,0.01523,0.00212,0.27746,0.84083,0.00519216,0.00173072,0.00519216,0.00173072,0.00519216,0.00173072,0.00519216,0.00173072
70,1323.68,0.44484,0.02175,0.02863,0.29679,0.82818,0.99381,0.975,0.99451,0.91959,0.99381,0.975,0.99451,0.99451,0.46342,0.01854,0.00566,0.27511,0.84684,0.00518028,0.00172676,0.00518028,0.00172676,0.00518028,0.00172676,0.00518028,0.00172676
71,1342.94,0.44908,0.0247,0.02147,0.2988,0.82243,0.95227,1,0.9933,0.92177,0.95227,1,0.9933,0.9933,0.45763,0.01902,0.00335,0.29169,0.84118,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
72,1362.03,0.45029,0.01941,0.03303,0.2948,0.83485,1,0.96838,0.98496,0.89283,1,0.96838,0.99405,0.99405,0.46656,0.01806,0.00316,0.31336,0.84149,0.00515652,0.00171884,0.00515652,0.00171884,0.00515652,0.00171884,0.00515652,0.00171884
73,1380.09,0.43334,0.02206,0.02761,0.2856,0.83086,1,0.99533,0.995,0.91837,1,0.99533,0.995,0.995,0.47643,0.01517,0.00236,0.27573,0.85058,0.00514464,0.00171488,0.00514464,0.00171488,0.00514464,0.00171488,0.00514464,0.00171488
74,1398.19,0.44948,0.02403,0.03423,0.29517,0.81832,0.9744,1,0.99451,0.9096,0.9744,1,0.99451,0.99451,0.47467,0.0127,0.00171,0.26219,0.84953,0.00513276,0.00171092,0.00513276,0.00171092,0.00513276,0.00171092,0.00513276,0.00171092
75,1416.34,0.44057,0.02437,0.03165,0.29183,0.83051,1,0.99938,0.995,0.9066,1,0.99938,0.995,0.995,0.46935,0.01138,0.00452,0.27436,0.84517,0.00512088,0.00170696,0.00512088,0.00170696,0.00512088,0.00170696,0.00512088,0.00170696
76,1434.78,0.42109,0.02327,0.02971,0.28018,0.82456,0.98993,1,0.995,0.91116,0.98993,1,0.995,0.995,0.4503,0.01186,0.00189,0.27313,0.84822,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
77,1452.97,0.44667,0.02044,0.03495,0.29414,0.83023,0.99859,1,0.995,0.91494,0.99859,1,0.995,0.995,0.47757,0.01197,0.00247,0.26355,0.84642,0.00509712,0.00169904,0.00509712,0.00169904,0.00509712,0.00169904,0.00509712,0.00169904
78,1470.87,0.45985,0.02128,0.04173,0.2982,0.83767,0.99859,1,0.995,0.91771,0.99859,1,0.995,0.995,0.4635,0.01,0.00369,0.25905,0.84045,0.00508524,0.00169508,0.00508524,0.00169508,0.00508524,0.00169508,0.00508524,0.00169508
79,1489.06,0.44563,0.01986,0.03051,0.29081,0.82766,0.99828,1,0.995,0.90823,0.99828,1,0.995,0.995,0.47579,0.00999,0.00266,0.26297,0.84008,0.00507336,0.00169112,0.00507336,0.00169112,0.00507336,0.00169112,0.00507336,0.00169112
80,1507.12,0.43048,0.02244,0.03246,0.28625,0.83405,0.99821,1,0.995,0.92267,0.99821,1,0.995,0.995,0.41794,0.01352,0.00304,0.24548,0.84008,0.00506148,0.00168716,0.00506148,0.00168716,0.00506148,0.00168716,0.00506148,0.00168716
81,1524.95,0.4383,0.0201,0.04163,0.29294,0.83437,0.99648,1,0.995,0.91833,0.99648,1,0.995,0.995,0.44288,0.01214,0.00209,0.25873,0.84325,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
82,1542.7,0.45113,0.01864,0.03715,0.29321,0.8333,0.99816,1,0.995,0.93054,0.99816,1,0.995,0.995,0.43273,0.01197,0.00218,0.26571,0.84493,0.00503772,0.00167924,0.00503772,0.00167924,0.00503772,0.00167924,0.00503772,0.00167924
83,1560.81,0.4364,0.02318,0.0343,0.28846,0.82674,0.99834,1,0.995,0.92068,0.99834,1,0.995,0.995,0.44486,0.00912,0.00313,0.25846,0.84602,0.00502584,0.00167528,0.00502584,0.00167528,0.00502584,0.00167528,0.00502584,0.00167528
84,1578.46,0.42979,0.01862,0.03179,0.29173,0.82333,0.99656,1,0.995,0.93082,0.99656,1,0.995,0.995,0.42124,0.01162,0.00211,0.25984,0.83765,0.00501396,0.00167132,0.00501396,0.00167132,0.00501396,0.00167132,0.00501396,0.00167132
85,1596.26,0.43231,0.02248,0.034,0.28405,0.83967,0.98842,1,0.995,0.9181,0.98842,1,0.995,0.995,0.45067,0.01547,0.00317,0.26138,0.84921,0.00500208,0.00166736,0.00500208,0.00166736,0.00500208,0.00166736,0.00500208,0.00166736
86,1613.96,0.43351,0.02144,0.03735,0.29182,0.84429,0.99486,1,0.995,0.91956,0.99486,1,0.995,0.995,0.4578,0.01545,0.00461,0.26335,0.84673,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
87,1631.51,0.43506,0.01984,0.03529,0.29142,0.83249,0.99524,1,0.995,0.9211,0.99524,1,0.995,0.995,0.45808,0.01376,0.00207,0.26386,0.84148,0.00497832,0.00165944,0.00497832,0.00165944,0.00497832,0.00165944,0.00497832,0.00165944
88,1650.04,0.42842,0.01989,0.04262,0.28771,0.82871,0.99675,1,0.995,0.91452,0.99675,1,0.995,0.995,0.47041,0.01281,0.0109,0.24665,0.85004,0.00496644,0.00165548,0.00496644,0.00165548,0.00496644,0.00165548,0.00496644,0.00165548
89,1667.69,0.42749,0.02556,0.04637,0.28498,0.82176,0.99777,1,0.995,0.91588,0.99777,1,0.995,0.995,0.47994,0.01379,0.00542,0.25817,0.85251,0.00495456,0.00165152,0.00495456,0.00165152,0.00495456,0.00165152,0.00495456,0.00165152
90,1686.06,0.43083,0.02268,0.03149,0.28993,0.82908,0.99784,1,0.995,0.9164,0.99784,1,0.995,0.995,0.45372,0.01715,0.05434,0.26795,0.8488,0.00494268,0.00164756,0.00494268,0.00164756,0.00494268,0.00164756,0.00494268,0.00164756
91,1703.81,0.41743,0.01861,0.02701,0.28216,0.82319,0.9978,1,0.995,0.92976,0.9978,1,0.995,0.995,0.43292,0.01473,0.00479,0.24804,0.84712,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
92,1721.53,0.41672,0.02017,0.02905,0.27987,0.82723,0.99864,1,0.995,0.92975,0.99864,1,0.995,0.995,0.43837,0.01162,0.0034,0.25649,0.84408,0.00491892,0.00163964,0.00491892,0.00163964,0.00491892,0.00163964,0.00491892,0.00163964
93,1739.11,0.4332,0.0187,0.0288,0.28588,0.8271,0.99753,1,0.995,0.92072,0.99753,1,0.995,0.995,0.44095,0.01295,0.00233,0.25536,0.84681,0.00490704,0.00163568,0.00490704,0.00163568,0.00490704,0.00163568,0.00490704,0.00163568
94,1756.76,0.43327,0.01886,0.02671,0.28448,0.82836,0.99419,1,0.995,0.92657,0.99419,1,0.995,0.995,0.44877,0.01404,0.00123,0.26408,0.85838,0.00489516,0.00163172,0.00489516,0.00163172,0.00489516,0.00163172,0.00489516,0.00163172
95,1775.55,0.41878,0.01765,0.03329,0.27743,0.82924,0.99345,1,0.995,0.92797,0.99345,1,0.995,0.995,0.4531,0.01623,0.0021,0.26501,0.84749,0.00488328,0.00162776,0.00488328,0.00162776,0.00488328,0.00162776,0.00488328,0.00162776
96,1793.43,0.41123,0.019,0.03855,0.27577,0.82155,0.99616,1,0.995,0.91819,0.99616,1,0.995,0.995,0.44994,0.01658,0.00329,0.26664,0.84162,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
97,1811.97,0.42868,0.01928,0.03538,0.28101,0.83038,0.99829,1,0.995,0.9108,0.99829,1,0.995,0.995,0.44739,0.01301,0.00198,0.26163,0.84464,0.00485952,0.00161984,0.00485952,0.00161984,0.00485952,0.00161984,0.00485952,0.00161984
98,1830.57,0.43133,0.01889,0.03725,0.28316,0.8288,0.99863,1,0.995,0.91349,0.99863,1,0.995,0.995,0.4623,0.01128,0.00156,0.26437,0.85973,0.00484764,0.00161588,0.00484764,0.00161588,0.00484764,0.00161588,0.00484764,0.00161588
99,1848.33,0.42658,0.02089,0.03123,0.27971,0.82768,0.99855,1,0.995,0.92448,0.99855,1,0.995,0.995,0.4369,0.0158,0.00395,0.25529,0.85499,0.00483576,0.00161192,0.00483576,0.00161192,0.00483576,0.00161192,0.00483576,0.00161192
